AI_Mod,C_percent,DBE,GFE,MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),NOSC,NPOC_Field_mg_per_L_as_C,N_percent,Percent_Fine_Sand,RA_ms_di,River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g. valleys),River_Gradient_-1hot-_Relatively steep gradient (e.g. mountainous or hilly terrain),delGcox0PerCmol,delGcoxPerCmol,delGd,delGd0,hft_ix_c09,hft_ix_u09,lamO2,lamO20,nli_ix_cav,nli_ix_uav,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Protein,perc_Tannin,pre_mm_uyr,urb_pc_cse,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment
0.16083635,0.67,6.6078277,75.858505,0.0,0.0,0.0,1.0,-0.5459125,10.34,0.13,18.3,2.41895,1.0,0.0,75.858505,-145.96855,-2831.3618,1503.2792,70.0,34.0,0.049804624,0.056046832,646.0,300.0,0.05830671,0.053514376,0.2755591,0.111821085,0.307508,0.05391374,626.0,0.0,-22.07
0.23931223,0.51,8.112364,68.840935,0.0,1.0,0.0,0.0,-0.2996818,13.44,0.05,3.0,0.7669842,1.0,0.0,68.840935,-143.14612,-2760.5762,1347.6768,79.0,79.0,0.051137872,0.058124375,781.0,800.0,0.021303259,0.1528822,0.27694234,0.086048454,0.24269006,0.116959065,1178.0,0.0,-5.86
0.1549419,6.75,5.8788342,80.1561,0.0,0.0,0.0,1.0,-0.6967053,29.05,0.1,26.6,1.3740162,1.0,0.0,80.1561,-147.79544,-2818.0557,1565.408,320.0,46.0,0.04825036,0.05419616,5253.0,500.0,0.026584867,0.05981595,0.23721881,0.17075665,0.35429448,0.02198364,497.0,23.0,-58.67
0.2132773,0.55,7.4029975,73.33271,1.0,0.0,0.0,0.0,-0.45728812,11.73,0.08,5.4,0.7141367,0.0,1.0,73.33271,-144.89854,-2812.6624,1447.3788,45.0,45.0,0.049102142,0.05537345,507.0,500.0,0.017901748,0.121565364,0.26977518,0.09200666,0.30224812,0.07868443,762.0,0.0,-3.11
0.18177567,0.27,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,21.39,0.11,7.6,0.19651963,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,0.0,0.0,0.048674565,0.054889433,0.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,832.0,0.0,-7.46
0.13915922,0.71,5.776509,78.761795,0.0,0.0,0.0,1.0,-0.6477823,40.62,0.12,39.5,2.41895,1.0,0.0,78.761795,-147.04384,-2753.1023,1504.9258,70.0,34.0,0.04924209,0.055235066,646.0,300.0,0.034257747,0.043501902,0.25067973,0.14627515,0.36052203,0.032082655,626.0,0.0,-11.67
0.21070433,0.58,7.7104707,73.6468,0.0,1.0,0.0,0.0,-0.46830866,15.72,0.06,30.1,0.09478183,1.0,0.0,73.6468,-145.69533,-2953.447,1515.6837,357.0,357.0,0.04556304,0.051767476,6279.0,6300.0,0.01054111,0.101897396,0.34082922,0.108924806,0.25298664,0.101897396,307.0,15.0,-2.21
0.18177567,0.42,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,39.33,0.11,3.2,0.96167856,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,67.0,43.0,0.048674565,0.054889433,445.0,200.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,571.0,0.0,-33.33
0.19115748,1.0,7.1215916,75.30522,0.0,1.0,0.0,0.0,-0.5264989,22.13,0.09,4.3,0.19651963,0.0,1.0,75.30522,-145.58302,-2871.3992,1517.0021,0.0,0.0,0.0486496,0.054865666,0.0,0.0,0.020633752,0.08658806,0.26897568,0.1293294,0.3091378,0.06558585,832.0,0.0,-46.77
0.16990119,10.21,6.4219284,75.9843,0.0,1.0,0.0,0.0,-0.55032617,19.78,0.53,23.0,0.11590233,0.0,1.0,75.9843,-146.15822,-2735.419,1454.6722,172.0,172.0,0.050742898,0.05721263,1773.0,1800.0,0.047354948,0.06484642,0.30972695,0.11348123,0.3024744,0.054180887,1028.0,0.0,-1806.3
0.19226414,0.85,7.399628,74.865326,0.0,1.0,0.0,0.0,-0.51106405,8.06,0.13,16.5,0.4413204,0.0,1.0,74.865326,-145.64638,-2976.4097,1560.8022,44.0,44.0,0.047163688,0.053248882,234.0,200.0,0.025650557,0.091078065,0.26728624,0.11003718,0.30111524,0.06394052,1162.0,0.0,-1.55
0.18177567,0.23,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,12.85,0.09,9.1,1.1756035,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,6.0,5.0,0.048674565,0.054889433,0.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,854.0,0.0,-2.08
0.20631996,1.48,6.906713,74.24289,0.0,1.0,0.0,0.0,-0.48922417,21.81,0.18,14.8,0.9247722,1.0,0.0,74.24289,-145.19429,-2657.7446,1384.1248,46.0,46.0,0.0516852,0.058297254,564.0,600.0,0.02310375,0.09895379,0.29337403,0.12423714,0.28814298,0.071926765,995.0,0.0,-64.33
0.14578693,1.95,5.9394646,82.03385,0.0,1.0,0.0,0.0,-0.7625914,30.17,0.17,20.6,0.35089263,0.0,1.0,82.03385,-149.2773,-2951.086,1648.7224,20.0,20.0,0.043917175,0.049427725,0.0,0.0,0.017462166,0.06868452,0.2153667,0.18509895,0.36786962,0.024447031,448.0,0.0,-991.01
0.18507315,0.56,7.0466166,73.940994,0.0,0.0,0.0,1.0,-0.47863135,3.96,0.07,87.2,1.6162773,1.0,0.0,73.940994,-145.40468,-2862.4822,1485.0367,258.0,53.0,0.04868757,0.05501625,3235.0,400.0,0.029323308,0.08834586,0.2932331,0.08045113,0.3056391,0.07406015,441.0,7.0,-3.21
0.17088136,0.96,6.6452503,76.650734,0.0,1.0,0.0,0.0,-0.57370985,5.27,0.1,7.8,0.5805281,1.0,0.0,76.650734,-146.32637,-2790.5688,1487.8296,365.0,365.0,0.048795816,0.054913986,6300.0,6300.0,0.03304268,0.05874254,0.291877,0.11014227,0.31987152,0.042221203,1119.0,100.0,-3.28
0.13734132,4.03,6.244017,78.330505,0.0,1.0,0.0,0.0,-0.6326493,6.77,0.09,9.8,1.66246,1.0,0.0,78.330505,-147.04808,-2879.221,1566.1562,342.0,232.0,0.04838336,0.054312237,4064.0,2800.0,0.06581197,0.03803419,0.22692308,0.0965812,0.3542735,0.03034188,971.0,5.0,-4.29
0.17993416,0.49,6.2911663,76.71963,0.0,0.0,1.0,0.0,-0.57612723,26.63,0.09,34.5,1.6962875,1.0,0.0,76.71963,-146.16566,-2713.3547,1459.8878,87.0,123.0,0.050939586,0.05733252,318.0,1300.0,0.016961131,0.077738516,0.2522968,0.14770319,0.31590107,0.058657244,1243.0,0.0,-12.16
0.16756889,1.95,6.7291384,78.15602,0.0,1.0,0.0,0.0,-0.626527,3.43,0.04,8.6,1.198186,1.0,0.0,78.15602,-147.1211,-2983.9905,1620.485,369.0,61.0,0.046289716,0.052127544,6299.0,500.0,0.025535796,0.0747834,0.250342,0.16963065,0.30232558,0.04149567,559.0,96.0,-1.67
0.17849872,1.7,6.4668875,74.648346,0.0,1.0,0.0,0.0,-0.5034509,16.43,0.16,32.2,0.96242654,1.0,0.0,74.648346,-145.53609,-2678.6697,1404.2295,221.0,286.0,0.05225091,0.059036035,2776.0,4800.0,0.046357617,0.07864238,0.28932118,0.105960265,0.28766558,0.055877484,1358.0,8.0,-1671.03
0.16115391,0.57,6.6731944,77.44511,0.0,1.0,0.0,0.0,-0.6015826,4.63,0.09,15.9,0.9953569,0.0,1.0,77.44511,-146.72441,-2930.6077,1573.7927,13.0,13.0,0.046868935,0.05268284,0.0,0.0,0.03631171,0.050999593,0.2766218,0.09669523,0.34394124,0.047327623,1892.0,0.0,-1.15
0.19770688,0.48,6.9741664,75.14486,0.0,1.0,0.0,0.0,-0.52087224,17.0,0.08,12.5,0.49185154,1.0,0.0,75.14486,-145.63873,-2821.1335,1491.6107,243.0,244.0,0.04910023,0.055479854,3110.0,3100.0,0.018788163,0.10709253,0.24424613,0.14795679,0.30483794,0.06622828,1137.0,0.0,-7.06
0.15529595,0.18,6.182065,78.82232,0.0,0.0,1.0,0.0,-0.649906,21.2,0.06,26.2,2.4204435,1.0,0.0,78.82232,-147.13959,-2841.6372,1555.5474,151.0,35.0,0.047934897,0.053724166,3297.0,300.0,0.0317029,0.05615942,0.24139492,0.14356884,0.3446558,0.04438406,624.0,0.0,-2.89
0.18177567,6.89,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,70.18,0.41,45.7,0.5886826,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,14.0,11.0,0.048674565,0.054889433,0.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,230.0,0.0,-1175.43
0.19360213,37.72,6.644053,75.34126,0.0,0.0,0.0,1.0,-0.5277635,22.0,2.24,26.3,0.9573012,1.0,0.0,75.34126,-145.63104,-2786.0527,1480.1552,6.0,59.0,0.04971826,0.056101702,27.0,1300.0,0.018061673,0.089427315,0.32555068,0.17136563,0.25330397,0.06696035,1436.0,0.0,-31.19
0.22960709,0.16,8.135164,70.81958,0.0,0.0,1.0,0.0,-0.3691082,4.65,0.08,6.6,0.9137566,1.0,0.0,70.81958,-143.80385,-2885.0803,1443.06,37.0,37.0,0.048669215,0.055058405,9.0,0.0,0.018431515,0.12721358,0.319841,0.07191905,0.27032888,0.09035056,1428.0,0.0,-0.87
0.18177567,0.52,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,31.86,0.08,52.0,0.95899254,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,17.0,21.0,0.048674565,0.054889433,272.0,100.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,537.0,0.0,-24.5
0.16597082,2.37,5.861008,78.02058,0.0,1.0,0.0,0.0,-0.6217747,27.68,0.23,15.7,1.1869624,1.0,0.0,78.02058,-146.94049,-2672.5835,1454.2352,438.0,199.0,0.0512657,0.057689533,6233.0,2400.0,0.021750662,0.07480106,0.27002653,0.20848806,0.28381962,0.040848807,597.0,100.0,-1515.51
0.1800959,0.78,7.193905,74.72541,0.0,1.0,0.0,0.0,-0.50615466,15.12,0.1,14.1,0.98505527,0.0,1.0,74.72541,-145.55118,-2904.1033,1520.4995,30.0,30.0,0.04816045,0.054384068,63.0,100.0,0.033142857,0.081523806,0.24685714,0.10819048,0.3112381,0.07352381,708.0,0.0,-2.74
0.1838895,1.21,7.0394797,75.79717,0.0,1.0,0.0,0.0,-0.54376036,8.56,0.07,48.3,0.49185154,1.0,0.0,75.79717,-146.09598,-2907.1775,1543.4357,243.0,244.0,0.047847155,0.054017212,3110.0,3100.0,0.027403623,0.08685555,0.25081283,0.1430562,0.30329773,0.057129588,1137.0,0.0,-3.59
0.15464276,0.48,6.1068945,78.047165,0.0,1.0,0.0,0.0,-0.6227075,16.05,0.11,6.2,2.4204435,1.0,0.0,78.047165,-146.72533,-2743.4365,1492.3116,151.0,35.0,0.050121132,0.056180447,3297.0,300.0,0.029930519,0.05398183,0.24318546,0.13094603,0.3554249,0.036878675,624.0,0.0,-16.74
0.18177567,2.68,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,23.29,0.19,7.1,1.3413175,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,231.0,109.0,0.048674565,0.054889433,1927.0,1100.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,931.0,0.0,-73.45
0.2226282,11.7,7.4987707,72.064804,0.0,0.0,0.0,1.0,-0.41280025,17.25,0.75,20.9,0.542723,1.0,0.0,72.064804,-144.33174,-2763.816,1411.0497,320.0,320.0,0.051317118,0.058195997,3717.0,3700.0,0.027868852,0.12622951,0.31106558,0.09467213,0.2659836,0.061065573,820.0,0.0,-1953.6
0.20298067,1.08,7.7349544,72.66807,0.0,1.0,0.0,0.0,-0.43396723,9.27,0.16,12.6,0.84054804,0.0,1.0,72.66807,-144.79823,-2889.493,1477.5466,87.0,87.0,0.048509765,0.054954294,1152.0,1200.0,0.028696692,0.09645277,0.31725788,0.097648464,0.26026306,0.0801116,543.0,1.0,-11.52
0.20937507,2.2,6.9557366,73.17524,0.0,0.0,0.0,1.0,-0.45176283,21.3,0.21,28.9,1.274451,1.0,0.0,73.17524,-144.76866,-2690.0786,1388.9598,385.0,262.0,0.05159561,0.05834542,6264.0,3800.0,0.012230635,0.105416425,0.33605126,0.110658124,0.2714036,0.07454863,1344.0,86.0,-240.66
0.18340366,2.86,6.383381,75.888504,0.0,1.0,0.0,0.0,-0.5469652,19.72,0.22,6.2,1.1869624,1.0,0.0,75.888504,-146.11534,-2723.925,1457.2389,438.0,199.0,0.051546037,0.058450032,6233.0,2400.0,0.018338108,0.08252149,0.29283667,0.14670487,0.3157593,0.037249282,597.0,100.0,-97.9
0.18374851,0.37,6.600741,76.162674,0.0,1.0,0.0,0.0,-0.55658513,11.65,0.11,15.8,1.1178274,1.0,0.0,76.162674,-145.79964,-2769.9126,1477.9082,103.0,55.0,0.049602434,0.055682626,852.0,600.0,0.014358499,0.08522464,0.25104216,0.14219546,0.3214451,0.06391848,1129.0,0.0,-15.94
0.17303184,0.18,6.7144756,76.46959,0.0,0.0,1.0,0.0,-0.5673539,11.62,0.1,13.7,1.6474942,1.0,0.0,76.46959,-146.45064,-2864.5647,1520.4713,298.0,32.0,0.04741835,0.053488962,4621.0,0.0,0.031429835,0.06418769,0.31783974,0.113767155,0.30588755,0.051350154,346.0,21.0,-48.64
0.16005026,0.85,6.438933,77.47975,0.0,1.0,0.0,0.0,-0.6027984,6.34,0.11,12.9,0.9953569,0.0,1.0,77.47975,-146.82217,-2857.4827,1533.0653,13.0,13.0,0.047219783,0.053207867,0.0,0.0,0.02948058,0.054281704,0.25737014,0.11745437,0.33645296,0.055217594,1892.0,0.0,-1.84
0.16016683,2.79,6.187085,81.53522,1.0,0.0,0.0,0.0,-0.74509543,45.55,0.18,28.0,0.881621,1.0,0.0,81.53522,-148.80872,-2985.099,1665.6536,75.0,69.0,0.043937992,0.049477417,202.0,200.0,0.028968014,0.076041035,0.21907061,0.22872661,0.32045865,0.023536513,1001.0,0.0,-1918.37
0.18858995,1.7,6.791174,75.91274,0.0,1.0,0.0,0.0,-0.54781556,20.39,0.09,7.0,1.0041054,0.0,1.0,75.91274,-146.17358,-2760.1353,1461.5573,90.0,65.0,0.04957243,0.055928625,1083.0,700.0,0.025932666,0.07461329,0.30937216,0.10873521,0.311192,0.0477707,621.0,0.0,-82.62
0.15204963,2.7297258,6.355746,79.75418,0.0,1.0,0.0,0.0,-0.68260294,18.92,0.1926484,14.1,0.518435,0.0,1.0,79.75418,-148.24532,-2960.2104,1619.2424,63.0,63.0,0.044751335,0.05048818,690.0,700.0,0.025672372,0.05195599,0.30684596,0.150978,0.3178484,0.03606357,866.0,0.0,-60.88
0.14923678,0.52,6.375908,79.53789,0.0,1.0,0.0,0.0,-0.67501366,10.32,0.08,22.2,0.9287875,1.0,0.0,79.53789,-147.42923,-2954.11,1626.8943,150.0,106.0,0.046328876,0.051938727,1470.0,1400.0,0.029047417,0.041435283,0.2473302,0.14908159,0.33959848,0.026484407,224.0,0.0,-5.77
0.19993609,0.28,7.053892,72.64046,0.0,0.0,0.0,1.0,-0.4329985,9.95,0.1,60.4,1.7589055,1.0,0.0,72.64046,-144.55261,-2702.72,1378.8083,74.0,113.0,0.051064674,0.057744533,750.0,1400.0,0.02275449,0.097005986,0.31137726,0.09780439,0.2762475,0.09461078,1446.0,0.0,-35.1
0.18177567,1.17,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,69.56,0.1,20.1,1.1103092,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,3.0,3.0,0.048674565,0.054889433,0.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,818.0,0.0,-10.36
0.12859258,5.86,5.9526396,79.17459,0.0,1.0,0.0,0.0,-0.66226643,10.76,0.09,13.6,0.518435,1.0,0.0,79.17459,-147.51312,-2796.1096,1520.4875,63.0,63.0,0.047109194,0.05283629,690.0,700.0,0.038043477,0.054347824,0.20729813,0.11413044,0.4083851,0.02173913,866.0,0.0,-20.06
0.18177567,0.31,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,22.0,0.07,3.9,0.96167856,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,67.0,43.0,0.048674565,0.054889433,445.0,200.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,571.0,0.0,-16.54
0.19036224,5.95,6.4336243,75.88096,0.0,1.0,0.0,0.0,-0.5467004,31.55,0.23,52.9,0.9843672,0.0,1.0,75.88096,-146.07356,-2741.9597,1465.7837,241.0,241.0,0.051095843,0.057751194,4370.0,4400.0,0.02434543,0.09232889,0.2857143,0.16031235,0.28158015,0.053743683,618.0,33.0,-110.45
0.20423128,0.2,7.5081472,72.372055,0.0,0.0,1.0,0.0,-0.42358097,5.49,0.08,38.3,1.951214,1.0,0.0,72.372055,-144.8371,-2874.487,1461.2695,53.0,91.0,0.04804548,0.05445997,535.0,1000.0,0.029935582,0.10306934,0.33232284,0.071618035,0.2728306,0.08639636,1439.0,0.0,-4.81
0.2191295,0.3,7.6025953,70.29178,0.0,0.0,1.0,0.0,-0.35058874,9.21,0.09,17.3,0.08336684,1.0,0.0,70.29178,-143.7772,-2736.2915,1353.3066,122.0,123.0,0.0510671,0.05784684,1007.0,1000.0,0.031224655,0.13949716,0.26845095,0.06528792,0.28467155,0.10016221,1058.0,0.0,-3.97
0.16148576,0.25,6.5197024,78.838745,0.0,1.0,0.0,0.0,-0.6504823,8.27,0.1,6.5,2.4226305,1.0,0.0,78.838745,-147.36526,-2954.851,1617.5026,61.0,34.0,0.04661604,0.052419137,755.0,300.0,0.031085815,0.06567425,0.23511383,0.14185639,0.34194395,0.035464097,627.0,0.0,-0.75
0.18177567,0.46,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,95.44,0.09,9.8,0.19651963,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,0.0,0.0,0.048674565,0.054889433,0.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,832.0,0.0,-15.32
0.18177567,1.14,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,31.52,0.08,29.4,0.5145717,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,16.0,16.0,0.048674565,0.054889433,15.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,303.0,0.0,-3.14
0.16524939,0.44,6.0919676,78.899796,0.0,1.0,0.0,0.0,-0.65262437,24.22,0.07,4.0,0.87591636,0.0,1.0,78.899796,-147.17714,-2752.8816,1503.9005,417.0,367.0,0.048797745,0.054742217,6300.0,6200.0,0.018044237,0.0669383,0.2596042,0.18102445,0.31839347,0.03725262,1074.0,100.0,-19.2
0.18124193,1.69,6.8063173,76.06597,0.0,1.0,0.0,0.0,-0.5531921,12.11,0.16,52.6,0.96242654,1.0,0.0,76.06597,-146.16528,-2849.3123,1515.1387,221.0,286.0,0.04922045,0.05549215,2776.0,4800.0,0.039068993,0.07647548,0.2921862,0.100166254,0.30049875,0.042394016,1358.0,8.0,-1694.52
0.1970648,1.98,6.765875,73.95633,0.0,0.0,1.0,0.0,-0.47916946,24.13,0.09,21.2,1.6078213,1.0,0.0,73.95633,-145.09296,-2701.7532,1409.1263,348.0,48.0,0.05181468,0.0585686,6300.0,300.0,0.025053997,0.09287257,0.31403887,0.120086394,0.28293738,0.06565875,446.0,80.0,-2086.43
0.18126038,4.07,6.3910418,78.282166,0.0,1.0,0.0,0.0,-0.63095313,32.15,0.17,3.9,0.950339,1.0,0.0,78.282166,-146.78412,-2749.0642,1497.8262,297.0,297.0,0.049577117,0.05561677,5284.0,5300.0,0.02365375,0.07297433,0.27428284,0.14947157,0.32310015,0.028686462,989.0,35.0,-47.16
0.17239211,0.44,6.617003,77.3811,0.0,0.0,1.0,0.0,-0.599337,11.01,0.1,16.5,0.8723513,1.0,0.0,77.3811,-146.66655,-2844.1943,1527.8267,30.0,28.0,0.04802563,0.054067355,68.0,0.0,0.034349505,0.06440532,0.27908975,0.124087594,0.3168742,0.039072562,399.0,0.0,-22.89
0.1868393,0.33,7.454578,74.9496,0.0,1.0,0.0,0.0,-0.5140211,5.33,0.07,20.3,0.82581204,0.0,1.0,74.9496,-145.55264,-2993.8794,1574.3054,49.0,49.0,0.047181614,0.053169448,6.0,0.0,0.028612303,0.07939914,0.26788267,0.08583691,0.32331902,0.06223176,1167.0,0.0,-1.09
0.16531388,1.26,7.064768,77.39797,0.0,1.0,0.0,0.0,-0.59992874,6.84,0.17,0.0,0.92026174,1.0,0.0,77.39797,-146.67888,-3037.4033,1633.2524,42.0,42.0,0.045900635,0.05166441,290.0,300.0,0.04525946,0.058135,0.25829107,0.103394456,0.33710495,0.031993758,2437.0,0.0,-9.01
0.19282927,0.38,6.968912,74.320015,0.0,0.0,1.0,0.0,-0.49193045,8.9,0.09,3.4,0.13976024,1.0,0.0,74.320015,-145.58218,-2761.7456,1434.0289,337.0,337.0,0.049379043,0.055769645,6300.0,6300.0,0.030656304,0.10492228,0.2525907,0.09887738,0.31519863,0.06649396,1114.0,92.0,-3.65
0.14041978,0.17,6.326588,81.37834,0.0,1.0,0.0,0.0,-0.7395908,17.21,0.14,5.2,1.2829067,1.0,0.0,81.37834,-148.49097,-3061.2612,1705.8678,63.0,26.0,0.043215077,0.04842025,755.0,300.0,0.030354131,0.059021924,0.20011242,0.16469927,0.3856099,0.019673973,594.0,0.0,-4.55
0.16232154,0.19,6.5593605,77.90413,0.0,0.0,1.0,0.0,-0.6176887,6.79,0.08,19.1,2.4204435,1.0,0.0,77.90413,-146.78864,-2895.115,1568.4044,151.0,35.0,0.04768359,0.05349559,3297.0,300.0,0.03242009,0.050684933,0.26621005,0.1086758,0.34885845,0.043835618,624.0,0.0,-5.0
0.1538797,0.69,6.3936524,76.94856,0.0,1.0,0.0,0.0,-0.5841602,11.1,0.1,10.1,0.74152076,0.0,1.0,76.94856,-146.21715,-2785.022,1490.8721,111.0,111.0,0.04933773,0.05531262,1711.0,1700.0,0.036475603,0.06063477,0.22027475,0.11937471,0.34343913,0.046423495,1527.0,0.0,-4.62
0.23435782,0.3,7.782513,69.82516,0.0,0.0,1.0,0.0,-0.33421606,15.6,0.08,20.8,0.08336684,1.0,0.0,69.82516,-143.40152,-2700.021,1331.6306,122.0,123.0,0.05163568,0.05850873,1007.0,1000.0,0.021528998,0.15289983,0.271529,0.094024606,0.26230228,0.100615114,1058.0,0.0,-3.79
0.18586013,2.19,6.60125,74.68259,0.0,0.0,1.0,0.0,-0.50465214,15.42,0.15,27.4,1.6078213,1.0,0.0,74.68259,-145.427,-2705.8318,1418.9031,348.0,48.0,0.050956145,0.05745032,6300.0,300.0,0.029583333,0.08541667,0.30625,0.11708333,0.30541667,0.069583334,446.0,80.0,-2610.28
0.20260602,8.52,7.136196,71.92176,0.0,1.0,0.0,0.0,-0.40778103,19.0,0.42,22.4,0.11590233,0.0,1.0,71.92176,-144.2307,-2678.0256,1365.5157,172.0,172.0,0.052983858,0.060030904,1773.0,1800.0,0.032719836,0.08548057,0.35746422,0.08916155,0.2613497,0.07811861,1028.0,0.0,-2741.44
0.17889225,0.19,7.277358,75.984215,0.0,1.0,0.0,0.0,-0.5503234,5.45,0.05,0.0,1.5884004,0.0,1.0,75.984215,-146.41203,-3098.516,1634.8917,320.0,26.0,0.04341076,0.049068604,5198.0,200.0,0.020046007,0.07328294,0.30397633,0.13342096,0.28688794,0.078540914,564.0,34.0,-2.37
0.16183262,0.23,6.609683,77.89742,0.0,1.0,0.0,0.0,-0.61745334,4.88,0.08,9.7,1.2422029,1.0,0.0,77.89742,-146.68703,-2893.3503,1565.3033,61.0,34.0,0.047574066,0.053314146,668.0,100.0,0.032990575,0.049700085,0.25664097,0.10239931,0.35646957,0.03470437,481.0,0.0,-4.97
0.18177567,4.23,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,33.07,0.19,13.0,0.950339,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,297.0,297.0,0.048674565,0.054889433,5284.0,5300.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,989.0,35.0,-1138.3
0.16434836,0.36,6.589415,79.302956,0.0,0.0,1.0,0.0,-0.6667703,11.39,0.08,1.5,0.96167856,0.0,1.0,79.302956,-147.24648,-2916.3057,1599.7252,67.0,43.0,0.04652769,0.052194763,445.0,200.0,0.025626741,0.068523675,0.24066852,0.14763232,0.35431755,0.0150417825,571.0,0.0,-9.45
0.18404882,0.71,6.766292,75.04378,0.0,0.0,0.0,1.0,-0.5173255,5.68,0.08,41.7,1.6162773,1.0,0.0,75.04378,-145.78992,-2794.309,1470.6425,258.0,53.0,0.049830012,0.056315366,3235.0,400.0,0.03011236,0.08988764,0.28179777,0.14067416,0.27865168,0.06426966,441.0,7.0,-20.32
0.1760265,5.91,6.2794385,76.094284,0.0,1.0,0.0,0.0,-0.5541855,24.52,0.2,14.1,0.518435,0.0,1.0,76.094284,-146.15146,-2769.8738,1485.5,63.0,63.0,0.050956514,0.057653137,690.0,700.0,0.039855074,0.07608695,0.29347825,0.14311594,0.29393116,0.046195652,866.0,0.0,-1890.34
0.19680601,0.63,7.1030326,73.859856,0.0,0.0,0.0,1.0,-0.4757844,21.27,0.1,59.5,1.274451,1.0,0.0,73.859856,-145.12086,-2811.0151,1458.4552,385.0,262.0,0.049239602,0.05557578,6264.0,3800.0,0.021921812,0.09426379,0.3116551,0.112166606,0.28315675,0.07343807,1344.0,86.0,-17.53
0.20921199,0.21,7.421913,71.11462,0.0,0.0,1.0,0.0,-0.37946022,11.13,0.05,12.4,1.0938498,1.0,0.0,71.11462,-144.02856,-2760.571,1380.8589,362.0,199.0,0.05007069,0.056690075,5506.0,2900.0,0.022894522,0.12264922,0.26410466,0.09403107,0.2767784,0.1156991,1232.0,19.0,-15.66
0.1962818,2.7297258,7.4568105,71.98298,0.0,1.0,0.0,0.0,-0.4099291,10.62,0.1926484,5.8,1.0141418,0.0,1.0,71.98298,-144.25842,-2834.1548,1431.3162,48.0,48.0,0.048934814,0.055286933,269.0,300.0,0.019933555,0.10340532,0.26536545,0.08928572,0.29900333,0.1108804,1206.0,0.0,-2.41
0.16007937,0.8,6.0059032,78.03153,0.0,1.0,0.0,0.0,-0.62215894,23.65,0.1,3.8,1.1869624,1.0,0.0,78.03153,-147.19296,-2679.1897,1447.9197,438.0,199.0,0.05043276,0.05689816,6233.0,2400.0,0.036599763,0.0661157,0.27744982,0.13990554,0.3293979,0.031286895,597.0,100.0,-33.71
0.20474708,0.98,7.1770782,75.274506,0.0,0.0,0.0,1.0,-0.5254212,24.32,0.12,12.2,0.58899224,1.0,0.0,75.274506,-145.8247,-2884.026,1519.3043,93.0,46.0,0.047821213,0.054073438,547.0,200.0,0.019727571,0.09722874,0.34288397,0.13057774,0.2649131,0.04744011,1278.0,0.0,-1011.81
0.17248258,18.38,6.981447,78.297554,0.0,0.0,1.0,0.0,-0.6314933,22.84,0.68,27.6,0.5840994,0.0,1.0,78.297554,-147.4201,-3056.141,1658.3567,23.0,23.0,0.04417723,0.04988369,481.0,500.0,0.016697587,0.052411873,0.30751392,0.13868275,0.32513914,0.0445269,630.0,0.0,-42.76
