,target,predicted
0,-50.95,-160.4253430647442
1,-139.47,-187.28829641999238
2,-1575.97,-782.7727378119806
3,-3.32,-51.28730183664415
4,-47.08,-163.5566344835354
5,-21.96,-107.71323777341092
6,-3976.99,-3399.053185862533
7,-2.21,-110.62954944077643
8,-91.7,-225.83280045796073
9,-10.71,-145.9189675902762
10,-24.54,-213.5284727977537
11,-1918.37,-1842.849578361436
12,-79.25,-145.9189675902762
13,-1.29,15.74495676161559
14,-48.64,-120.03534373981181
15,-6.06,-40.22343528699711
16,-1740.84,-1668.5682706462221
17,-4.1,-30.99473449096567
18,-74.17,-213.5284727977537
19,-1.55,-51.28730183664415
20,-1.84,15.74495676161559
21,-46.77,-98.23322431260732
22,-47.31,-155.51999304394946
23,-58.05,-81.6588599196078
24,-1906.69,-1335.9622865971337
25,-54.98,-155.51999304394946
26,-3.26,-28.323524992781437
27,-1599.21,-1662.4000081485779
28,-1939.15,-1868.9426278759652
29,-4.24,-70.00802695428116
30,-12.66,-83.53641010889584
31,-19.2,-92.06679807597627
32,-33.64,-97.14237063783597
33,-0.87,-90.60634359315289
34,-73.45,-177.11446783623444
35,-29.51,-97.54927815346112
36,-1671.03,-830.4158750996321
37,-13.09,-218.026708437306
38,-13.59,-147.16559861933047
39,-5.53,-114.819378103182
40,-6.06,-55.841431816251394
41,-49.18,-159.99838838435934
42,-81.84,-142.52377229253213
43,-60.88,-225.70264694848646
44,-7.46,-79.81651183722559
45,-10.57,-106.52814964001769
46,-31.19,-92.1573302517313
47,-11.12,-830.4158750996321
48,-3.65,-72.11968848263889
49,-97.9,-216.3708871292061
50,-29.12,-150.93068520010922
51,-41.92,-1087.4265262560273
52,-42.76,-141.2180537445737
53,-20.32,-113.39223385021572
54,-1531.16,-150.93068520010922
55,-4.7,-135.4960085684345
56,-42.7,-159.99838838435934
57,-11.29,-158.1749130088668
58,-8.47,-106.52814964001769
59,-4.55,-112.09025699573223
60,-4.02,-30.99473449096567
61,-1953.6,-1868.9426278759652
62,-3263.52,-2823.3756843363217
63,-26.77,-105.55801375781743
64,-7.65,-83.53641010889584
65,-10.77,-159.681493668574
66,-8.93,-118.74479391401952
67,-88.98,-93.95945037716099
68,-3.47,-70.00802695428116
69,-7.48,-112.09025699573223
70,-8.26,-60.948696854873965
71,-18.6,-59.66684680084151
72,-2675.86,-2481.346248834712
73,-8.6,-112.09025699573223
74,-12.94,-101.79628171616315
75,-3048.94,-2823.3756843363217
76,-35.76,-113.39223385021572
77,-13.78,-147.16559861933047
78,-57.78,-187.28829641999238
79,-2.74,-40.22343528699711
80,-11.46,-43.89544076141899
81,-35.0,-129.68787110642103
82,-0.99,-87.88211518691527
83,-3.7,-28.323524992781437
84,-2448.32,-2481.346248834712
85,-19.26,-92.1573302517313
86,-43.22,-117.25899015425699
87,-8.09,-12.911015576454517
88,-0.75,-52.391758042456125
89,-15.34,-160.4253430647442
90,-3.53,-24.28155075272184
91,-13.24,-54.57559146026051
92,-1821.88,-1768.229892934285
93,-22.89,-152.8915370879802
94,-9.01,-125.03303637725368
95,-1752.9,-819.6066961691035
96,-6.86,-50.86080034214712
97,-1890.34,-225.70264694848646
98,-19.4,-119.24222996217158
99,-17.53,-316.453137327743
100,-24.29,-163.5566344835354
101,-37.2,-148.03771681648445
102,-15.57,-143.35169424327813
103,-2936.54,-2712.8734656659967
104,-10.77,-68.2841769026911
105,-991.01,-413.3078597973258
106,-1.09,-87.88211518691527
107,-6.95,-12.066079985449418
108,-5.6,-18.60336832240295
109,-6.74,-29.934803576576208
110,-1691.56,-2712.8734656659967
111,-1482.57,-1087.4265262560273
112,-25.35,-52.03371532227109
113,-34.83,-142.52377229253213
114,-7.91,-18.60336832240295
115,-2.71,-345.2334921091333
116,-23.85,-177.11446783623444
117,-47.19,-76.44786772779375
118,-1.77,-93.67453067756483
119,-33.18,-93.95945037716099
120,-58.23,-225.83280045796073
121,-3.99,-52.391758042456125
122,-38.08,-413.3078597973258
123,-9.45,-97.74405802072202
124,-14.69,-147.23907024121732
125,-4.77,-29.28678262047198
126,-5.01,-43.89544076141899
127,-26.93,-225.70264694848646
128,-2738.74,-1087.4265262560273
129,-20.56,-56.63149972269645
130,-35.91,-81.6588599196078
131,-8.99,-50.36253211604719
132,-1.45,-50.36253211604719
