,target,predicted
0,-991.01,-704.7830389999948
1,-3.99,-27.81401367968601
2,-11.12,-302.10695069814483
3,-22.83,-100.62778742920474
4,-1.29,-19.670737781007077
5,-7.46,-55.44898984825819
6,-4.81,-65.90544461767887
7,-1.25,-19.186388495055088
8,-64.33,-338.71841350469856
9,-240.66,-544.4750084393397
10,-3.79,-92.6029185907008
11,-34.83,-422.77679694198224
12,-31.19,-256.57331358388296
13,-1739.12,-2344.623475807394
14,-17.66,-114.98182002603848
15,-16.54,-77.94327551551504
16,-7.48,-46.830937485214314
17,-1.68,-26.670381335009484
18,-61.3,-99.25610690474699
19,-1388.85,-929.2538554834605
20,-2505.5,-1829.6857891991026
21,-2.08,-27.977073998875042
22,-82.62,-137.61531498038056
23,-4.29,-68.92019829993404
24,-47.16,-257.7151752869878
25,-1011.81,-825.4619931969916
26,-0.37,-26.168628458972734
27,-29.51,-110.20268214288788
28,-41.92,-588.3990423648519
29,-3.21,-83.28440610338848
30,-2.02,-40.074385640220186
31,-5.14,-44.84480526696357
32,-2610.28,-3197.678399705162
33,-73.45,-229.1099421467008
34,-2.74,-25.040322594999957
35,-3.28,-55.83305316571035
36,-3.09,-83.14579757662688
37,-21.22,-91.19051027811635
38,-2.21,-49.66291225640479
39,-1953.6,-1818.3084297669875
40,-2675.86,-3169.214942889722
41,-2.7,-22.402762175049766
42,-3.32,-21.38182384606403
43,-1841.16,-1917.4583786961985
44,-4.81,-65.70588197424985
45,-38.08,-195.499002539272
46,-8.26,-76.12984190873284
47,-50.32,-350.86987425131747
48,-3.18,-86.97912107052238
49,-2.89,-41.949580581038724
50,-47.08,-129.57131769794728
51,-22.07,-93.13791578266316
52,-1.38,-53.27090031907697
53,-21.63,-42.533024228910534
54,-82.36,-373.3166410645452
55,-24.54,-118.94760103019931
56,-2907.84,-3711.9707117436983
57,-11.67,-113.43798948749308
58,-2.46,-25.68538144736083
59,-41.22,-86.73419302046733
60,-77.62,-386.8895498643366
61,-10.64,-78.27234567188387
62,-7.65,-33.9645685796461
63,-88.82,-155.01754900293327
64,-2448.32,-3108.8379998591054
65,-2738.74,-2313.468941410255
66,-42.76,-157.84106106888035
67,-15.13,-98.75956569191723
68,-1939.15,-2649.7911110835485
69,-1.45,-30.432511563276407
70,-9.12,-100.90160859035436
71,-17.98,-64.33035598284472
72,-15.94,-68.39116320757036
73,-5.64,-40.176820359475634
74,-16.41,-48.24920311210205
75,-19.87,-171.78164652210342
76,-5.57,-60.784203759056076
77,-33.5,-106.59650818613316
78,-47.19,-108.0327261679641
79,-110.45,-418.8880644785723
80,-1806.3,-2606.9333123512133
81,-1.77,-19.642546081986783
82,-52.27,-214.88107268389228
83,-3.94,-25.649090710118706
84,-1413.77,-906.7461375449586
85,-17.33,-116.25817247458313
86,-23.85,-496.77441978978266
87,-35.52,-146.62762801055962
88,-1482.57,-2068.556245645463
89,-1531.16,-1181.6379908391964
90,-7.5,-40.869813021911945
91,-21.96,-101.36751363531903
92,-50.95,-137.8150992861751
93,-42.8,-214.8887111828072
94,-8.99,-55.413284513058024
95,-19.26,-237.28834718850544
96,-3.91,-27.01344664699971
97,-4.24,-57.11273054653251
98,-20.06,-128.23868396166222
99,-5.77,-47.07300987783357
100,-10.78,-48.590688846733116
101,-3.59,-59.1614390609011
102,-1515.51,-1825.9983379844484
103,-3.14,-65.27511591736094
104,-35.1,-280.71539920530086
105,-1.29,-44.781772195049484
106,-58.67,-253.18122911931079
107,-12.16,-120.40145470857158
108,-2.85,-41.79551106980393
109,-16.99,-99.28658296974488
110,-81.84,-454.6528884636258
111,-1.09,-17.262661636291583
112,-46.77,-77.22671152631169
113,-10.71,-81.3953948097399
114,-35.76,-230.95580380553767
115,-1.84,-19.784686230648557
116,-48.59,-102.87319759474273
117,-115.73,-193.5737887216726
118,-14.92,-121.16268387607451
119,-2741.44,-2370.999159892157
120,-23.78,-234.4301033928566
121,-2.41,-27.87955448122462
122,-1671.03,-1435.546063585434
123,-43.06,-108.83543170892875
124,-1918.37,-2487.7542382697743
125,-1.78,-19.02317525152933
126,-19.4,-482.48469507681045
127,-15.42,-84.46644434808985
128,-4.6,-42.76293621532824
129,-15.34,-101.73949108356175
130,-9.01,-46.799844447565846
131,-0.77,-21.42288251100451
132,-3.07,-66.73137979005854
133,-8.65,-45.288740339836735
134,-2727.43,-1517.3573054294188
135,-14.63,-100.00830320613069
136,-10.36,-52.51935727895277
137,-1.4,-16.534829839780357
138,-20.32,-138.61610632681845
139,-9.4,-73.12150858108515
140,-1575.97,-998.3074625666162
141,-17.53,-350.9144673134499
142,-24.29,-89.84281723824648
143,-2086.43,-2257.4248669774133
144,-12.66,-50.46557524161608
145,-9.45,-55.955156043881914
146,-3.97,-68.76695611057632
147,-1788.7,-2504.3373697130382
148,-1.15,-16.652551457063385
149,-5.17,-36.60571684709489
150,-26.93,-156.45495583370675
151,-1694.52,-1175.348348764087
152,-0.87,-22.727278133108683
153,-1185.05,-977.9201631944171
154,-22.89,-85.33887998900698
155,-2.71,-30.81451459334967
156,-33.64,-179.82847157432934
157,-29.12,-209.09424307541173
158,-1.3,-26.85266581707737
159,-15.66,-71.39283830248026
160,-2420.08,-1753.7758862683345
161,-2.37,-38.99948251125953
162,-19.2,-85.76804558158031
163,-14.69,-79.98240898181199
164,-8.6,-57.31251602381835
165,-5.0,-31.194551703120126
166,-11.18,-76.80844482069782
167,-29.33,-424.45052518163345
