,FPI_Ratio_0,FPI_Ratio_1,FPI_Ratio_2,FPI_Ratio_3,FPI_Ratio_4,FPI_Ratio_5,FPI_Ratio_6,FPI_Ratio_7,FPI_Ratio_8,FPI_Ratio_9
snd_pc_uav,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
cly_pc_cav,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
cly_pc_uav,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Downstream from obstacles,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Downstream of small tributary,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Inside bend of a stream,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Marsh,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Pool lip,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Riffle,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Shallow waters near the shore,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_Upstream of weir barrier deposition,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Depositional_Type_-1hot-_run edge,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
pH,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
pre_mm_cdi,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
sgr_dk_rav,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_cms_cyr,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
