Sample_ID,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric
S19S_0033-M,0.0,0.0,32.82832122238231,25.41792890610609,138.47916015652177,0.0,0.06675339878692736,0.0,0.029916925638890226
S19S_0033-U,0.0,0.0,27.826432854921595,26.228823553919426,138.62789574429715,0.0,0.062372898465025674,0.0,0.02617379739772279
S19S_0034-D,0.0,0.0,46.41347886429393,19.93441138473598,137.6265080959864,0.0,0.06077951108759228,0.0,0.03262146027034959
S19S_0034-M,0.0,0.0,100.68804873227967,21.769306739020784,137.58920478839732,0.0,0.07576241035891702,0.0,0.04529513000414432
S19S_0034-U,0.0,0.0,39.17580673092477,24.57993677742942,138.33864923334335,0.0,0.0660518258816652,0.0,0.03450440597884055
S19S_0035-M,0.0,0.0,36.86281223845508,26.7119215055912,138.56298611713896,0.0,0.05562309985878577,0.0,0.025537229360140325
S19S_0035-U,0.0,0.0,23.64490020864437,23.645676626537178,138.1619538929696,0.0,0.06303687065676739,0.0,0.016947099993680437
S19S_0037-D,0.0,0.0,80.65966240050217,41.29322894254003,140.07784113449213,0.0,0.061879570843466326,0.0,0.005841487162860863
S19S_0038-M,0.0,0.0,86.15724772011684,25.400556274909246,138.30646475653703,0.0,0.05643876640592659,0.0,0.013995606449758193
S19S_0038-U,0.0,0.0,39.995299716009626,28.23025620176975,138.8134486349981,0.0,0.05371871119359468,0.0,0.01722709104547312
S19S_0039-D,0.0,0.0,195.29241721020267,125.098477285547,162.3891545877901,0.0,0.06996999233321549,0.0,0.03157048697605271
S19S_0041-D,0.0,0.0,66.80232336188398,28.16876165101616,138.73497793134243,0.0,0.06352999219630219,0.0,0.03462729031831063
S19S_0041-M,0.0,0.0,66.588889894768,23.050759465926177,138.07642402566498,0.0,0.06930351867156952,0.0,0.04644507831248397
S19S_0041-U,0.0,0.0,61.122418793392114,26.926929839490395,138.67906699883585,0.0,0.06559042180541605,0.0,0.03272259693620623
S19S_0042-D,0.0,0.0,120.37531086203587,24.574206516271953,137.64203923147608,0.0,0.07085917795503056,0.0,0.05159491180963093
S19S_0042-M,0.0,0.0,122.30079101181413,23.04175635855076,137.88888908252554,0.0,0.06424018011143104,0.0,0.03943712443601281
S19S_0042-U,0.0,0.0,224.7801153471238,21.96086363268987,137.77366158907967,0.0,0.0637735977641051,0.0,0.046955470314300585
S19S_0043-D,0.0,0.0,278.3665762798361,25.407507909466858,136.05941906944042,0.0,0.06459373547183038,0.0,0.029342376359447555
S19S_0043-M,0.0,0.0,283.0433321884977,43.85642452319772,140.4325533991428,0.0,0.058452567053534646,0.0,0.02036576114874329
S19S_0044-D,0.0,0.0,116.70951623260532,84.426180822723,147.5514992542567,0.0,0.0653883392732467,0.0,0.023825243350650765
S19S_0044-M,0.0,0.0,447.4478444020134,268.8798912567394,240.04314612723076,0.0,0.15949695344801845,0.0,0.12036107511553004
S19S_0050-D,0.0,0.0,310.5781902588543,30.955114601369218,139.05897634964734,0.0,0.07408134429144153,0.0,0.06834354638391027
S19S_0050-M,0.0,0.0,271.9280711419049,29.57096296496139,138.91084572219378,0.0,0.060105551567422595,0.0,0.054610499549717584
S19S_0050-U,0.0,0.0,162.73664518165126,27.154226165187954,137.91148284398798,0.0,0.06495180197856985,0.0,0.061011660745270445
S19S_0051-M,0.0,0.0,101.99596753554378,23.499638501784155,137.98692796705723,0.0,0.07354569009904045,0.0,0.05295918461577947
S19S_0051-U,0.0,0.0,96.73209154373944,25.940459958645633,138.09061669915044,0.0,0.07695623886803377,0.0,0.035661084243855175
S19S_0052-D,0.0,0.0,111.0823739220753,28.280165249492235,138.7452874890437,0.0,0.05990494853418687,0.0,0.011943041870224859
S19S_0052-M,0.0,0.0,106.69478555456698,23.50639803769541,137.9536613953064,0.0,0.06425742095348413,0.0,0.004790243520174826
S19S_0052-U,0.0,0.0,88.12773999994343,27.733380692215462,138.43449196527433,0.0,0.07296203232880238,0.0,0.017024106930677647
S19S_0053-D,0.0,0.0,92.22898610826579,27.559738848576714,138.57853312056653,0.0,0.061390295427023095,0.0,0.029245905569781818
S19S_0053-M,0.0,0.0,46.8498057415848,23.176238998291335,138.01735089899603,0.0,0.062477336084525104,0.0,0.02570291154697538
S19S_0053-U,0.0,0.0,38.994946987506,24.918414409939956,138.29441512724006,0.0,0.0592086742239115,0.0,0.02799260271554237
S19S_0055-D,0.0,0.0,565.0025822180318,60.80939553737703,128.29031158153705,0.0,0.14973799087571105,0.0,0.04789462798168294
S19S_0055-M,0.0,0.0,167.70898482193726,18.59538872015401,137.0505067422164,0.0,0.05664662173899259,0.0,0.014119712047820709
S19S_0055-U,0.0,0.0,251.60145505922006,26.172032884975234,137.48481938962829,0.0,0.055904485073606916,0.0,0.021215286081089444
