Sample_ID,Sample_Longitude,Sample_Latitude,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Mean_Temp_Deg_C,pH,Water_Depth_cm,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,AI,AI_Mod,DBE,DBE_O,GFE,NOSC,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n_chems,skew_lamO20,skew_lamO2,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_15N_permil,del_13C_permil,NPOC_INC_mg_per_L_as_C,NPOC_Field_mg_per_L_as_C,Percent_Fine_Sand,Percent_Med_Sand,Percent_Coarse_Sand,Percent_Tot_Sand,Percent_Clay,Percent_Silt,Total_Bacteria_cells_per_gram,Total_Photorophs_cells_per_gram,Total_Heterotrophs_cells_per_gram,C_percent,N_percent,Intermittent_or_Perennial_-1hot-_Intermittent,Intermittent_or_Perennial_-1hot-_Perennial,General_Vegetation_-1hot-_Broadleaf deciduous tree,General_Vegetation_-1hot-_Broadleaf deciduous tree. Crop,General_Vegetation_-1hot-_Broadleaf deciduous tree. Grass,General_Vegetation_-1hot-_Broadleaf deciduous tree. Shrub,General_Vegetation_-1hot-_Broadleaf evergreen tree,General_Vegetation_-1hot-_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Grass,General_Vegetation_-1hot-_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf deciduous tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree. Shrub,General_Vegetation_-1hot-_Shrub,General_Vegetation_-1hot-_Shrub. Grass,Hydrogeomorphology_-1hot-_Multi-channel,Hydrogeomorphology_-1hot-_Single-channel meandering,Hydrogeomorphology_-1hot-_Single-channel straight,River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g. valleys),River_Gradient_-1hot-_Relatively steep gradient (e.g. mountainous or hilly terrain),MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),Depositional_Type_-1hot-_Downstream from obstacles,Depositional_Type_-1hot-_Downstream of small tributary,Depositional_Type_-1hot-_Inside bend of a stream,Depositional_Type_-1hot-_Marsh,Depositional_Type_-1hot-_Pool lip,Depositional_Type_-1hot-_Riffle,Depositional_Type_-1hot-_Shallow waters near the shore,Depositional_Type_-1hot-_Upstream of weir barrier deposition,Depositional_Type_-1hot-_run edge
S19S_0012-M,-72.33038,42.47157,9.63,105.1,18.2,6.5,5.0,3.0,1.0,1.0,0.0919608420050125,0.2393122251599832,8.11236424394319,-0.7251461988304093,68.84093206633082,-0.2996818268968254,68.84093206636913,-143.1461212614431,0.0581243760092049,0.0511378716612196,1347.6768170426064,-2760.5762915002574,2394.0,1.8812874968787583,1.821968352778494,0.0584795321637426,0.0213032581453634,0.1528822055137844,0.2769423558897243,0.0860484544695071,0.0142021720969089,0.2426900584795321,0.1169590643274853,0.0304928989139515,5.59,-28.52,14.58,13.44,3.0,35.2,54.8,93.0,7.0,0.0,554000000.0,30900000.0,523000000.0,0.51,0.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0012-U,-72.33105,42.47178,9.63,105.1,18.2,6.5,12.0,1.0,1.0,1.0,0.0809720958474178,0.1950200560500782,7.449921752738654,-0.9784820031298904,72.75785019202856,-0.4371175505985916,72.75785019198254,-144.79844512053103,0.0550410990881819,0.0486589414651041,1464.7803990610328,-2862.833586958821,2556.0,1.9580481813153905,1.8467758453474268,0.0774647887323943,0.0305164319248826,0.1083724569640062,0.2460876369327073,0.1017214397496087,0.0125195618153364,0.2891236306729264,0.0938967136150234,0.0402973395931142,9.57,-28.62,10.86,9.45,,,,,,,138000000.0,16800000.0,121000000.0,0.24,0.04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0013-D,-78.1476,38.8952,7.56,85.5,21.1,6.5,9.0,1.0,1.0,1.0,0.0755935757002045,0.2026060169402863,7.136196319018405,-0.8503067484662576,71.92175959486094,-0.4077810384192229,71.92175959486289,-144.23070051188708,0.0600309044454413,0.0529838566272114,1365.5157055214725,-2678.0256755499886,2445.0,1.463021034569671,1.3840223145637371,0.0584867075664621,0.032719836400818,0.085480572597137,0.3574642126789366,0.089161554192229,0.011042944785276,0.2613496932515337,0.0781186094069529,0.0261758691206543,7.31,,18.7,19.0,22.4,10.5,15.0,47.9,52.1,0.0,215000000.0,23100000.0,192000000.0,8.52,0.42,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0013-M,-78.1474,38.8945,7.56,85.5,21.1,6.5,7.0,3.0,1.0,1.0,0.0745093953391638,0.1699011986053754,6.421928327645051,-1.151877133105802,75.98429539372141,-0.5503261541651023,75.98429539364639,-146.15821512593666,0.0572126283957036,0.0507428969969416,1454.6722269624574,-2735.418914296433,2344.0,1.4907547366374865,1.4688406820850968,0.0648464163822525,0.0473549488054607,0.0648464163822525,0.3097269624573379,0.1134812286689419,0.0132252559726962,0.3024744027303754,0.0541808873720136,0.0298634812286689,8.27,,17.78,19.78,23.0,4.3,3.0,30.3,69.7,0.0,1030000000.0,34200000.0,993000000.0,10.21,0.53,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0013-U,-78.1474,38.8944,7.56,85.5,21.1,6.5,3.0,4.0,1.0,1.0,0.0796495648862559,0.1871587245385609,6.679017664799655,-1.003015941404567,73.63306236515898,-0.467826749660922,73.63306236521883,-145.05975587325926,0.0597912423645815,0.0529407601895499,1377.2829383886258,-2652.7016664761395,2321.0,1.614292835699214,1.634621496796032,0.0672124084446359,0.0426540284360189,0.0827229642395519,0.3110728134424816,0.0995260663507109,0.0116329168461869,0.2921154674709177,0.0646273158121499,0.0284360189573459,9.71,,11.67,16.73,26.8,2.5,2.3,31.6,65.4,3.0,870000000.0,240000000.0,630000000.0,9.62,0.56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0014-D,-77.9808,39.0941,9.6,100.9,18.8,7.5,9.0,3.0,1.0,2.0,0.0791554825286569,0.1792261425551753,6.407185628742515,-1.0059880239520955,74.71835155886613,-0.5059070722365271,74.71835155871376,-145.232592090616,0.0594313525853672,0.0527515671366152,1388.5425577416595,-2636.952415929385,2338.0,1.2438953717250718,1.26750971879623,0.0667236954662104,0.0312232677502138,0.0748502994011976,0.2989734816082121,0.1082121471343028,0.0145423438836612,0.3199315654405474,0.055175363558597,0.0303678357570573,12.6,-21.9,15.49,14.07,23.9,1.0,0.3,25.2,48.3,26.5,14400000000.0,18300000.0,14400000000.0,6.12,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
S19S_0014-M,-77.9812,39.0942,9.6,100.9,18.8,7.5,15.0,3.0,1.0,1.0,0.0815623000648338,0.189659820056627,6.808781288469429,-0.856791136643414,73.61774310655518,-0.4672892318075503,73.61774310645497,-144.74794796987362,0.0592165463814258,0.052496211026594,1388.7519491177677,-2672.42425073952,2437.0,1.769262586067944,1.4427759430094524,0.069347558473533,0.0352892901107919,0.0783750512925728,0.3245794009027493,0.0910956093557652,0.0090274928190398,0.3011899876897825,0.0562166598276569,0.0348789495281083,8.22,-21.01,13.89,12.25,34.0,3.1,3.2,40.3,44.2,15.5,368000000.0,54900000.0,313000000.0,5.55,0.24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0014-U,-77.9815,39.0944,9.6,100.9,18.8,7.5,14.0,3.0,1.0,1.0,0.0863683889563679,0.2123745590664308,7.197327044025157,-0.7260220125786163,71.2606269985161,-0.384583403456761,71.26062699835154,-143.90160194176315,0.0606633846977354,0.0535251515526781,1357.390212264151,-2675.466556530717,2544.0,1.7542075206284784,1.4695129191298508,0.065251572327044,0.0322327044025157,0.110062893081761,0.3384433962264151,0.1010220125786163,0.0090408805031446,0.25,0.0778301886792452,0.0161163522012578,10.87,-21.78,11.25,9.79,38.0,2.9,1.1,42.0,32.2,25.8,9840000000.0,1980000000.0,7870000000.0,6.46,0.29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
S19S_0015-D,-84.439009,31.184396,6.87,88.3,28.2,7.0,222.504,3.0,1.0,1.0,0.0798787828593639,0.1799341526480565,6.291166077738516,-0.7632508833922261,76.71962664891095,-0.5761272508424028,76.71962664893547,-146.1656652939383,0.0573325206411356,0.0509395868296735,1459.88777385159,-2713.354695447716,1415.0,1.816763594704652,1.7449639355303344,0.0734982332155477,0.0169611307420494,0.07773851590106,0.2522968197879858,0.1477031802120141,0.015547703180212,0.3159010600706713,0.0586572438162544,0.0416961130742049,2.81,-28.66,11.21,26.63,34.5,58.0,1.1,93.6,0.0,6.4,3270000000.0,229000000.0,3040000000.0,0.49,0.09,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0015-M,-84.437802,31.184508,6.87,88.3,28.2,7.0,131.064,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.7,-26.3,10.93,12.35,4.2,87.6,6.6,98.4,1.6,0.0,1140000000.0,9670000.0,1130000000.0,0.13,0.06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0015-U,-84.437254,31.185895,6.87,88.3,28.2,7.0,94.488,3.0,1.0,1.0,0.0910274450560897,0.192215243551282,7.008814102564102,-0.6999198717948718,74.64704910341665,-0.5034052316967149,74.64704910332003,-145.24629759233676,0.056035508956274,0.0498009354170632,1472.9579326923076,-2803.960135574987,2496.0,1.4276087373235635,1.403808813571855,0.0769230769230769,0.0284455128205128,0.0921474358974359,0.266426282051282,0.1029647435897435,0.0100160256410256,0.3112980769230769,0.063301282051282,0.0484775641025641,1.43,-28.39,10.59,10.74,19.2,75.5,2.7,97.4,2.6,0.0,4240000000.0,47700000.0,4190000000.0,0.17,0.08,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0016-D,-96.6025,39.10445,4.37,48.7,18.5,7.5,17.0,2.0,1.0,2.0,0.0830596197122585,0.1506551719554592,7.033898305084746,-0.7997635001970832,78.2056764829531,-0.6282693502759163,78.20567648289823,-147.03029059016237,0.0500591594362495,0.0445215225924195,1697.883405597162,-3131.3661454614103,2537.0,2.253031517276948,2.169075113168053,0.0930232558139534,0.0386283011430823,0.0504532912889239,0.2479306267244777,0.1190382341348048,0.0165549862041781,0.3441072132439889,0.0319274733937721,0.0583366180528182,,-5.6,5.72,6.38,18.4,16.2,15.9,50.5,20.6,28.9,15300000000.0,111000000.0,15200000000.0,4.7,0.13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0016-M,-96.60286,39.10429,4.37,48.7,18.5,7.5,15.0,3.0,1.0,3.0,0.0804323713056653,0.1742353768888889,6.62362758014932,-1.1256038647342994,75.02666571926218,-0.5167251129486166,75.02666571912104,-145.6733355645401,0.0577111270233577,0.0510515955450222,1467.759025032938,-2776.63057665266,2277.0,1.6213220531684602,1.5068409493488253,0.0794905577514273,0.0531400966183574,0.0772946859903381,0.2621870882740448,0.1159420289855072,0.0171277997364953,0.3047870004391743,0.0562143170838823,0.0338164251207729,7.09,,21.02,21.16,13.9,13.7,18.6,46.2,4.8,49.0,29700000.0,1170000.0,28500000.0,5.17,0.11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0016-U,-96.60276,39.10415,4.37,48.7,18.5,7.5,16.0,3.0,1.0,3.0,0.0686959456933229,0.1285925766809006,5.952639751552795,-1.559782608695652,79.17459269210791,-0.6622664102437889,79.17459269211861,-147.51311811179497,0.0528362907467938,0.0471091945615443,1520.4875776397516,-2796.109528024826,1288.0,2.0855755998575205,1.972606793727307,0.1141304347826086,0.0380434782608695,0.0543478260869565,0.2072981366459627,0.1141304347826086,0.0178571428571428,0.4083850931677019,0.0217391304347826,0.0240683229813664,5.13,,12.3,10.76,13.6,12.8,40.6,67.0,2.8,30.2,3320000000.0,119000000.0,3200000000.0,5.86,0.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0017-D,-96.44355,38.94668,7.3,85.4,20.7,7.5,14.0,2.0,1.0,2.0,0.0708140274908536,0.1773535920918989,6.777439024390244,-1.2129790940766552,74.51175994000349,-0.4986582435039199,74.51175993987603,-145.2787486683928,0.0564938935866818,0.0501496275970276,1441.3548344947735,-2760.480893695743,2296.0,1.861896209751152,1.8328020746425,0.0853658536585365,0.0348432055749128,0.0596689895470383,0.3153310104529617,0.0875435540069686,0.0091463414634146,0.3066202090592334,0.0683797909407665,0.0331010452961672,4.81,-7.2,9.02,7.86,18.0,6.4,16.7,41.1,23.2,35.7,3350000000.0,64700000.0,3290000000.0,2.48,0.12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0017-M,-96.44379,38.94667,7.3,85.4,20.7,7.5,18.5,2.0,1.0,2.0,0.0677524426200251,0.1685068350465018,6.790950984499371,-1.3422706325932132,74.86645639162546,-0.511103733033096,74.86645639154115,-145.4655186269864,0.0552479825370275,0.0490044156165101,1486.23431085044,-2833.182891665413,2387.0,2.175053660550841,2.1042850220354525,0.0846250523669878,0.0310012568077084,0.058232090490155,0.3024717218265605,0.0858818600754084,0.0125680770842061,0.323418516966904,0.064516129032258,0.0372852953498114,-7.89,0.58,5.92,4.84,7.4,11.2,36.1,54.7,8.9,36.4,5420000000.0,132000000.0,5290000000.0,3.95,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
S19S_0017-U,-96.44389,38.94684,7.3,85.4,20.7,7.5,5.0,4.0,1.0,2.0,0.0756375947113183,0.1831985857312421,7.023738872403561,-1.1106401017380243,74.02385613699916,-0.4815388118172954,74.02385613693097,-145.3318210229916,0.0557516383353126,0.0492630402912594,1468.1838490885968,-2827.2692624931933,2359.0,2.2508107693162573,1.868970083051708,0.0822382365409071,0.0351844001695633,0.0801186943620178,0.3009749894022891,0.0936837643069097,0.0110216193302246,0.2937685459940652,0.0665536244171259,0.0364561254768969,4.57,-5.12,6.19,4.33,12.1,14.5,20.7,47.3,23.5,29.2,2690000000.0,56300000.0,2640000000.0,2.94,0.12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0018-D,-83.504941,35.6922935,9.8,103.2,18.3,6.5,15.0,3.0,1.0,1.0,0.0752572832013263,0.1538797067844623,6.393652297489342,-1.0028422548555187,76.9485653721904,-0.5841601884997633,76.94856537208682,-146.2171516943205,0.0553126170460011,0.049337731537594,1490.8720985315017,-2785.0219065159654,2111.0,1.8597012333578151,1.7946709463650483,0.0914258645191852,0.0364756039791568,0.0606347702510658,0.2202747513027001,0.1193747039317858,0.0255802936996684,0.3434391283751776,0.0464234959734722,0.0563713879677877,2.03,-28.0,11.64,11.1,10.1,14.3,66.4,90.8,9.2,0.0,475000000.0,681000.0,474000000.0,0.69,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0018-M,-83.5044488,35.692083,9.8,103.2,18.3,6.5,26.0,3.0,1.0,1.0,0.0863431253851181,0.1574464852302664,6.673202614379085,-0.7300150829562594,78.04745856214478,-0.6227178442770235,78.04745856189808,-146.7657492736675,0.0525208353406418,0.0467535656784124,1602.9975867269984,-2950.916972270336,1989.0,2.305501730352945,2.116273814340512,0.0799396681749622,0.0276520864756158,0.0623428858722976,0.2156862745098039,0.1287078934137757,0.0211161387631975,0.363499245852187,0.0397184514831573,0.0613373554550025,5.63,-26.74,14.59,15.31,8.0,11.6,65.2,84.8,15.2,0.0,1810000000.0,46900000.0,1760000000.0,0.47,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0018-U,-83.5041467,35.6918387,9.8,103.2,18.3,6.5,9.0,3.0,1.0,1.0,0.0818261320825991,0.1578527874262114,6.186123348017621,-0.6696035242290749,79.87140407612226,-0.6867159324928415,79.87140407602352,-147.7432646619919,0.0529225035838123,0.0471723051243511,1568.4784691629957,-2850.2053961799943,1816.0,1.758893762976992,1.7324297180723505,0.0671806167400881,0.0209251101321585,0.0594713656387665,0.2428414096916299,0.1734581497797356,0.0236784140969163,0.3381057268722467,0.0258810572687224,0.0484581497797356,2.97,-28.18,17.01,17.34,21.3,16.0,52.1,89.4,10.6,0.0,915000000.0,16100000.0,898000000.0,2.58,0.18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0019-D,-84.278999,35.9563807,11.46,121.9,18.3,8.0,6.0,4.0,2.0,1.0,0.0859595247067637,0.1605485057893835,6.452910958904109,-0.6511130136986302,77.91599393102011,-0.6181050502101884,77.915993930985,-146.4988973090034,0.0543134185315762,0.0484709468259343,1535.7439212328763,-2830.239677055188,2336.0,1.864403868544655,1.7513842136495748,0.0826198630136986,0.0273972602739726,0.0637842465753424,0.2059075342465753,0.1335616438356164,0.0171232876712328,0.355736301369863,0.0483732876712328,0.0654965753424657,0.5,-28.62,5.73,9.92,9.1,29.1,50.0,88.2,11.8,0.0,4410000000.0,177000000.0,4230000000.0,0.34,0.08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0019-M,-84.2789099,35.956601,11.46,121.9,18.3,8.0,8.0,3.0,2.0,1.0,0.0835349567953468,0.1774095965713054,6.535975872468764,-1.012063765618268,75.54271551401507,-0.5348321233033175,75.54271551407133,-145.57351686954084,0.0561276192856006,0.0499554909745494,1457.146660922016,-2750.005094227949,2321.0,1.5499771557822613,1.5822816249757106,0.0732442912537699,0.0271434726411029,0.0874623007324429,0.2395519172770357,0.1085738905644118,0.0133563119345109,0.3451098664368806,0.0573028866867729,0.0482550624730719,4.96,-28.78,12.98,13.1,11.7,19.5,55.8,87.0,0.0,13.0,166000000.0,11900000.0,154000000.0,1.04,0.11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0019-U,-84.2786976,35.9572803,11.46,121.9,18.3,8.0,12.0,3.0,1.0,2.0,0.0767568475234657,0.1605259386674689,6.397111913357401,-0.9839550742077818,76.27609146855556,-0.5605646129334135,76.27609146852572,-145.8441534619936,0.0565628911109311,0.0503731084226676,1480.802166064982,-2769.898927777376,2493.0,1.6949122914395964,1.6949911645452305,0.0826313678299237,0.0328920978740473,0.0597673485760128,0.2426795026073004,0.116325711993582,0.01323706377858,0.349779382270357,0.0541516245487364,0.04853590052146,5.93,-29.14,9.8,8.67,4.9,8.4,75.3,88.6,2.1,9.3,59700000.0,5300000.0,54400000.0,0.51,0.12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0020-D,-88.15755,31.85294,6.61,93.4,30.5,7.5,30.5,1.0,1.0,1.0,0.0760461652212959,0.2042312700359984,7.508147025388404,-1.3076923076923077,72.37205805447819,-0.4235809843671845,72.37205805442544,-144.8370954785727,0.0544599710781155,0.0480454789782019,1461.269533914361,-2874.487028327134,2639.0,1.8930317583019247,1.767579914074494,0.070481242895036,0.0299355816597195,0.1030693444486547,0.3323228495642288,0.0716180371352785,0.0079575596816976,0.2728306176582039,0.0863963622584312,0.0253884046987495,-3.58,-28.07,30.84,5.49,38.3,52.6,0.6,91.5,6.1,2.4,6120000000.0,83200000.0,6040000000.0,0.2,0.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0020-M,-88.1575,31.85302,6.61,93.4,30.5,7.5,26.0,1.0,2.0,1.0,0.0811547444903518,0.2143976637014755,7.580401059402194,-0.9383276579644344,71.07276926958683,-0.3779919041990163,71.07276926960076,-144.28594257794776,0.0575511380359269,0.0506781040540695,1397.9396140749147,-2782.6866421718423,2643.0,1.561505195199755,1.4324517020383782,0.067347710934544,0.0268634127884979,0.1074536511539916,0.3511161558834658,0.0764283011729095,0.0090805902383654,0.2444192205826712,0.0964812712826333,0.0208096859629209,0.79,-27.75,7.04,7.87,70.1,7.7,0.7,78.5,0.0,21.5,8190000000.0,120000000.0,8070000000.0,0.31,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0020-U,-88.15748,31.8531,6.61,93.4,30.5,7.5,21.5,2.0,1.0,1.0,0.0828046067926112,0.1784679985201511,7.248110831234257,-0.4214945424013434,76.02318462891185,-0.5516906887380353,76.02318462893186,-146.5105039926698,0.0526188289509685,0.0465639800997651,1595.0258186397984,-3003.1549998799173,2382.0,1.428192712422907,1.3490266004729758,0.0772460117548278,0.0419815281276238,0.0688497061293031,0.290512174643157,0.1368597816960537,0.0113350125944584,0.253568429890848,0.0642317380352644,0.0554156171284634,0.87,-29.05,6.56,4.94,38.5,50.4,1.3,90.2,5.6,4.2,7630000000.0,57600000.0,7570000000.0,0.22,0.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0021-D,-87.79835,32.54069,6.55,90.5,33.4,7.5,15.0,3.0,2.0,1.0,0.0685022249320079,0.1674982171037773,6.41948310139165,-1.6015904572564612,75.32751045245647,-0.5272810685029821,75.32751045240775,-146.20630546156724,0.0571213870176865,0.0505089418191339,1449.621232604374,-2752.4587116235534,2515.0,1.567947351235853,1.443303213643395,0.0862823061630218,0.0576540755467196,0.0624254473161033,0.3065606361829026,0.0914512922465208,0.0151093439363817,0.2882703777335984,0.0632206759443339,0.0290258449304174,3.82,-27.73,8.69,8.83,79.8,0.6,0.3,80.7,0.9,18.4,2250000000.0,32600000.0,2220000000.0,0.61,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0021-M,-87.79828,32.54082,6.55,90.5,33.4,7.5,21.0,1.0,2.0,1.0,0.0806375759570212,0.191387125767234,6.816595744680851,-1.0429787234042551,74.67989724884595,-0.5045577982089362,74.67989724886121,-145.47910487840636,0.0558438170585329,0.0494684709354741,1452.434425531915,-2775.702299578835,2350.0,1.7122245768045172,1.7307102429396093,0.0646808510638297,0.0263829787234042,0.0880851063829787,0.3021276595744681,0.1251063829787234,0.011063829787234,0.2825531914893617,0.0748936170212766,0.0251063829787234,1.09,-26.99,9.88,10.96,89.1,0.2,0.1,89.4,0.0,10.6,5130000000.0,165000000.0,4970000000.0,0.27,0.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0021-U,-87.79821,32.54108,6.55,90.5,33.4,7.5,26.0,3.0,2.0,1.0,0.0765937387540918,0.1999360925325349,7.053892215568863,-1.1161676646706586,72.64045769064192,-0.4329985154682634,72.64045769076588,-144.5526189098789,0.0577445322461811,0.0510646738653092,1378.8083832335328,-2702.719947482943,2505.0,2.234896093144424,1.6179601857553914,0.0638722554890219,0.022754491017964,0.097005988023952,0.311377245508982,0.0978043912175648,0.0107784431137724,0.27624750499002,0.0946107784431137,0.0255489021956087,5.05,-28.11,11.74,9.95,60.4,29.5,1.2,91.1,8.9,0.0,1170000000.0,10500000.0,1160000000.0,0.28,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0022-D,-87.40811,32.96161,7.45,84.9,22.3,7.0,12.5,4.0,1.0,1.0,0.0926528344285714,0.2123819965141424,7.725742928750447,-0.8976011457214464,72.24130814948371,-0.4189932684024346,72.24130814939814,-144.52465797900882,0.0546236752119902,0.0483092700626967,1462.3495166487648,-2881.132500293449,2793.0,1.9260678845226824,1.808699035373388,0.0691013247404224,0.0264948084496956,0.1160042964554242,0.3082706766917293,0.079126387397064,0.0100250626566416,0.2742570712495524,0.0805585392051557,0.0361618331543143,8.54,-26.97,4.32,5.99,4.8,40.5,52.8,98.1,1.9,0.0,96700000.0,4570000.0,92100000.0,0.14,0.09,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
S19S_0022-M,-87.40821,32.96156,7.45,84.9,22.3,7.0,9.0,3.0,1.0,1.0,0.0990971152070834,0.2296070870766172,8.135164438019515,-0.5359595229490423,70.81958385746115,-0.3691082055265631,70.81958385746078,-143.80384865106453,0.0550584053752913,0.0486692158715443,1443.0600650524032,-2885.0804396498525,2767.0,1.802490975703526,1.745325134263468,0.050234911456451,0.0184315142753885,0.1272135887242501,0.3198409830140947,0.0719190458980845,0.0101192627394289,0.2703288760390314,0.090350560173473,0.0415612576797976,4.48,-26.84,5.12,4.65,6.6,82.9,6.4,95.9,4.1,0.0,50500000.0,4890000.0,45600000.0,0.16,0.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
