Sample_ID,Sample_Longitude,Sample_Latitude,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Mean_Temp_Deg_C,pH,Water_Depth_cm,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,AI,AI_Mod,DBE,DBE_O,GFE,NOSC,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n_chems,skew_lamO20,skew_lamO2,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_15N_permil,del_13C_permil,NPOC_INC_mg_per_L_as_C,NPOC_Field_mg_per_L_as_C,Percent_Fine_Sand,Percent_Med_Sand,Percent_Coarse_Sand,Percent_Tot_Sand,Percent_Clay,Percent_Silt,Total_Bacteria_cells_per_gram,Total_Photorophs_cells_per_gram,Total_Heterotrophs_cells_per_gram,C_percent,N_percent,Intermittent_or_Perennial_-1hot-_Intermittent,Intermittent_or_Perennial_-1hot-_Perennial,General_Vegetation_-1hot-_Broadleaf deciduous tree,General_Vegetation_-1hot-_Broadleaf deciduous tree. Crop,General_Vegetation_-1hot-_Broadleaf deciduous tree. Grass,General_Vegetation_-1hot-_Broadleaf deciduous tree. Shrub,General_Vegetation_-1hot-_Broadleaf evergreen tree,General_Vegetation_-1hot-_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Grass,General_Vegetation_-1hot-_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf deciduous tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree. Shrub,General_Vegetation_-1hot-_Shrub,General_Vegetation_-1hot-_Shrub. Grass,Hydrogeomorphology_-1hot-_Multi-channel,Hydrogeomorphology_-1hot-_Single-channel meandering,Hydrogeomorphology_-1hot-_Single-channel straight,River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g. valleys),River_Gradient_-1hot-_Relatively steep gradient (e.g. mountainous or hilly terrain),MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),Depositional_Type_-1hot-_Downstream from obstacles,Depositional_Type_-1hot-_Downstream of small tributary,Depositional_Type_-1hot-_Inside bend of a stream,Depositional_Type_-1hot-_Marsh,Depositional_Type_-1hot-_Pool lip,Depositional_Type_-1hot-_Riffle,Depositional_Type_-1hot-_Shallow waters near the shore,Depositional_Type_-1hot-_Upstream of weir barrier deposition,Depositional_Type_-1hot-_run edge
S19S_0022-U,-87.40828,32.96142,7.45,84.9,22.3,7.0,15.0,3.0,1.0,1.0,0.0873205399587396,0.2135642952269317,7.818454613653413,-1.0648912228057017,71.09543112294936,-0.3787870569422356,71.09543112288429,-144.05264763839165,0.055598694905863,0.0491676990165326,1421.8525881470368,-2843.8721000702,2666.0,1.841080167557928,1.807493634628908,0.0746436609152288,0.0315078769692423,0.1117779444861215,0.3240810202550637,0.0611402850712678,0.0108777194298574,0.2651912978244561,0.0903975993998499,0.0303825956489122,12.41,-27.15,6.06,5.05,14.0,72.9,10.6,97.5,0.0,2.5,318000000.0,9090000.0,309000000.0,0.22,0.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
S19S_0023-D,-102.44896,39.75841,3.83,52.7,24.7,7.5,29.5,1.0,2.0,1.0,0.0897203718207407,0.1570291587575308,6.003950617283951,-0.8024691358024691,80.28263223998123,-0.701144990871605,80.28263223992104,-147.8878158563713,0.0529213157149882,0.0471047017405686,1588.7125925925925,-2865.0656405453938,2025.0,2.361868976722295,2.079498356679598,0.0696296296296296,0.0276543209876543,0.0720987654320987,0.2281481481481481,0.1846913580246913,0.0187654320987654,0.3417283950617284,0.022716049382716,0.0345679012345679,1.73,-28.64,16.78,25.55,14.5,57.2,23.2,94.9,1.7,3.4,667000000.0,2880000.0,664000000.0,0.28,0.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
S19S_0023-M,-102.44896,39.75861,3.83,52.7,24.7,7.5,12.5,1.0,3.0,3.0,0.0864933615860884,0.1723921201683126,6.617003005581795,-0.7711464147702877,77.38110389810647,-0.5993369788699011,77.38110389788532,-146.66654421450633,0.0540673532965196,0.0480256302477204,1527.8267067410904,-2844.1942242572823,2329.0,1.9774945461044064,1.8671292626151308,0.077286389008158,0.034349506225848,0.064405324173465,0.279089738085015,0.1240875912408759,0.0154572778016316,0.3168741949334478,0.0390725633319021,0.0493774151996565,1.54,-27.52,14.61,11.01,16.5,69.7,10.2,96.4,3.6,0.0,2000000000.0,115000000.0,1890000000.0,0.44,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0023-U,-102.44917,39.75854,3.83,52.7,24.7,7.5,19.0,1.0,3.0,2.0,0.0883931834100165,0.1683008584347826,6.327462850853054,-0.5509080902586682,79.38749420873748,-0.66973663890754,79.38749420876466,-147.3946715634162,0.0533802034602928,0.0474584872037874,1596.5146395156855,-2894.8514740585083,1817.0,2.019468487707473,1.9138643235459776,0.066042927903137,0.0236653824986241,0.0643918547055586,0.2438084755090809,0.174463401210787,0.0203632361034672,0.329664281783159,0.0242157402311502,0.0533847000550357,4.16,-28.79,16.99,26.33,13.2,49.3,31.6,94.1,5.5,0.4,2200000000.0,3930000.0,2190000000.0,0.41,0.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
S19S_0024-D,-96.6227,34.44205,8.68,101.7,25.9,7.0,29.0,3.0,1.0,2.0,0.0890393048732649,0.1601668342558841,6.187085093542547,-0.631864815932408,81.53521908248582,-0.7450954064025346,81.53521908253794,-148.80872235639578,0.0494774164017457,0.0439379940426812,1665.6535908267956,-2985.099158935003,1657.0,1.799376471113398,1.736050258837509,0.0494870247435123,0.0289680144840072,0.076041038020519,0.2190706095353047,0.2287266143633071,0.0253470126735063,0.3204586602293301,0.0235365117682558,0.028364514182257,12.6,-16.85,13.12,45.55,28.0,6.8,23.5,58.3,37.5,4.2,203000000.0,18900000.0,184000000.0,2.79,0.18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
S19S_0024-M,-96.62255,34.44223,8.68,101.7,25.9,7.0,29.5,3.0,1.0,2.0,0.0933608736762103,0.1644488609000521,6.0333159812597605,-0.4549713690786049,79.11908597757574,-0.6603188062264445,79.1190859774565,-147.1034794794181,0.0564435923567268,0.0503128781598195,1500.2369078604893,-2725.6567696221528,1921.0,1.897029731357992,1.6915238026140889,0.0676730869338886,0.0301926080166579,0.0791254554919312,0.2217595002602811,0.1759500260281103,0.017178552837064,0.3435710567412806,0.0249869859448204,0.0395627277459656,5.5,-15.41,28.8,32.18,18.7,33.7,26.6,79.0,11.4,9.6,2280000000.0,96000000.0,2180000000.0,2.23,0.13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
S19S_0024-U,-96.62259,34.44251,8.68,101.7,25.9,7.0,37.5,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,15.2,-16.3,17.09,51.83,34.4,25.5,8.7,68.6,20.8,10.6,1240000000.0,56800000.0,1180000000.0,3.11,0.18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
S19S_0025-D,-97.78275,33.37853,5.04,62.2,26.0,7.0,28.0,2.0,3.0,3.0,0.0947404237434031,0.1777830788648771,6.510464058234759,-0.4936305732484076,79.0172617294595,-0.6567460255873521,79.01726172928686,-147.49241559471855,0.0530417775609268,0.0471878759653249,1549.098453139217,-2844.9699798853417,2198.0,2.0177253886680298,1.8936591088981425,0.0600545950864422,0.0250227479526842,0.0727934485896269,0.2738853503184713,0.1464968152866242,0.0145586897179253,0.3348498635122839,0.0268425841674249,0.0454959053685168,9.09,-24.6,14.42,17.98,16.5,58.0,18.6,93.1,4.7,2.2,1420000000.0,1120000.0,1410000000.0,0.27,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
S19S_0025-M,-97.78307,33.37834,5.04,62.2,26.0,7.0,9.0,1.0,3.0,3.0,0.0767914617074017,0.1620731780285273,6.568619892058597,-1.048573631457209,77.01910920161757,-0.5866354105809559,77.01910920161953,-146.43819556663925,0.0541557618455803,0.0481052942958168,1541.7751734772553,-2872.323592118896,2594.0,1.7425582866159308,1.6734125055837072,0.0767154973014649,0.0327679259830377,0.0555127216653816,0.2617579028527371,0.1125674633770239,0.015420200462606,0.3508095605242868,0.0481881264456437,0.046260601387818,26.35,-22.92,18.55,8.99,13.1,35.6,43.5,92.2,7.8,0.0,1930000000.0,166000000.0,1770000000.0,0.25,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0025-U,-97.78338,33.37834,5.04,62.2,26.0,7.0,5.5,4.0,3.0,3.0,0.084976628291608,0.1674965428574777,6.559306141584623,-0.7430848570089077,78.05972392456917,-0.6231482078710735,78.05972392436342,-147.02890683108268,0.05358259186002,0.047543623241593,1548.3154711673697,-2862.528895118507,2133.0,2.071476957760658,1.968767961817784,0.0731364275668073,0.0295358649789029,0.0707923112986404,0.2414439756211908,0.154242850445382,0.0215658696671354,0.3300515705578997,0.037037037037037,0.0421940928270042,54.39,-20.91,10.08,11.06,14.5,73.8,7.5,95.8,4.2,0.0,2560000000.0,2570000.0,2560000000.0,0.21,0.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
S19S_0026-D,-105.54327,40.03489,8.25,98.9,9.5,6.0,11.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.52,-25.95,15.01,33.13,8.1,16.1,58.5,82.7,2.1,15.2,625000000.0,19100000.0,605000000.0,0.59,0.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
S19S_0026-M,-105.54371,40.03496,8.25,98.9,9.5,6.0,7.0,2.0,2.0,1.0,0.09810461917194,0.2132772881935886,7.402997502081599,-0.728143213988343,73.33271090373395,-0.4572881018867609,73.33271090369455,-144.89855091999814,0.0553734473912844,0.049102140773833,1447.3787260616157,-2812.6623961487794,2402.0,1.732349628046943,1.730804706948204,0.0653621981681931,0.0179017485428809,0.1215653621981681,0.2697751873438801,0.0920066611157368,0.0137385512073272,0.302248126561199,0.078684429641965,0.0387177352206494,2.48,-26.55,12.3,11.73,5.4,,81.6,,5.7,,509000000.0,18100000.0,491000000.0,0.55,0.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
S19S_0026-U,-105.54393,40.03497,8.25,98.9,9.5,6.0,17.0,2.0,2.0,1.0,0.0880149747617777,0.2077951241906666,7.310666666666667,-0.6471111111111111,73.40493890879468,-0.4598224178542222,73.40493890872439,-144.84752084583573,0.0560625748500301,0.0497328249415739,1429.8391999999997,-2777.7089223703297,2250.0,1.93447053688783,1.8186639225183336,0.0626666666666666,0.0168888888888888,0.1075555555555555,0.2764444444444444,0.1084444444444444,0.0146666666666666,0.2884444444444444,0.084,0.0408888888888888,4.43,-27.26,11.42,9.26,3.8,5.4,83.8,93.0,0.0,7.0,500000000.0,17500000.0,482000000.0,0.23,0.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
S19S_0027-D,-105.91125,39.89064,9.57,109.6,7.1,6.5,16.0,2.0,2.0,1.0,0.0856763652431047,0.1679314549806934,6.975965327029157,-0.780929866036249,76.71139655479749,-0.575838475603231,76.7113965546861,-146.3286153882034,0.0529512502342089,0.0470340613420134,1596.276477541371,-2977.966318979643,2538.0,2.1414520469819154,2.04965572205862,0.0874704491725768,0.032702915681639,0.0638297872340425,0.2375886524822695,0.1158392434988179,0.0197005516154452,0.3274231678486997,0.0547675334909377,0.0606776989755713,-1.41,-26.82,7.55,10.47,10.4,15.2,66.3,91.9,8.1,0.0,545000000.0,11500000.0,534000000.0,0.22,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0027-M,-105.91152,39.89078,9.57,109.6,7.1,6.5,9.0,4.0,2.0,1.0,0.0837669822213333,0.1800959016647619,7.193904761904762,-0.8902857142857142,74.7254068995581,-0.5061546280567619,74.72540689952858,-145.55117058504035,0.054384066671941,0.0481604496366952,1520.4995428571428,-2904.103224138345,2625.0,2.113508152826679,2.028738843661165,0.0826666666666666,0.0331428571428571,0.0815238095238095,0.2468571428571428,0.1081904761904761,0.016,0.3112380952380952,0.0735238095238095,0.0468571428571428,-10.79,-26.54,11.79,15.12,14.1,37.6,36.7,88.4,2.0,9.6,1450000000.0,64300000.0,1390000000.0,0.78,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0027-U,-105.91164,39.89071,9.57,109.6,7.1,6.5,10.0,3.0,2.0,1.0,0.0759621452685986,0.1599308001137543,6.434688581314879,-0.9666955017301038,77.275266789189,-0.5956233961098615,77.27526678915982,-146.46059992030112,0.0542328606436357,0.0481900555068348,1521.2418685121108,-2829.130291492389,2312.0,2.019544976350649,1.9220454847333133,0.0769896193771626,0.0358996539792387,0.0653114186851211,0.2413494809688581,0.1461937716262975,0.0177335640138408,0.3304498269896194,0.0488754325259515,0.03719723183391,,-26.33,18.62,13.41,7.2,10.0,75.1,92.3,0.0,7.7,468000000.0,8660000.0,459000000.0,0.78,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
S19S_0028-D,-111.507871,33.750675,,,23.8,7.5,12.0,2.0,3.0,3.0,0.0972497549314763,0.1643483687849582,6.58941504178273,-0.3286908077994429,79.30295230225514,-0.6667702562239554,79.3029523022578,-147.24648248448892,0.0521947639254472,0.0465276918719571,1599.7251810584958,-2916.3055889606853,1795.0,2.380731515298378,2.1581053723859926,0.0746518105849582,0.0256267409470752,0.0685236768802228,0.2406685236768802,0.1476323119777158,0.0206128133704735,0.3543175487465181,0.015041782729805,0.0529247910863509,68.27,-28.3,10.44,11.39,1.5,6.8,84.4,92.7,7.3,0.0,1420000000.0,4500000.0,1420000000.0,0.36,0.08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0028-M,-111.508001,33.750788,,,23.8,7.5,22.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,10.45,-29.71,40.0,39.33,3.2,7.8,81.6,92.6,7.4,0.0,1570000000.0,41300000.0,1530000000.0,0.42,0.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
S19S_0028-U,-111.508141,33.750837,,,23.8,7.5,10.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,-6.08,,56.24,22.0,3.9,2.1,89.5,95.5,0.0,4.5,1300000000.0,21000000.0,1270000000.0,0.31,0.07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
S19S_0029-D,-111.80126,40.78319,9.72,90.0,12.0,7.5,6.5,2.0,1.0,1.0,0.0777498961951456,0.1837156283771844,6.446601941747573,-0.9257281553398058,75.35394700401844,-0.5282086668116505,75.35394700387293,-145.77718031829738,0.0583615506541137,0.0516355812699398,1436.8893203883492,-2711.211793084874,2060.0,2.2632853166403524,1.939046701778244,0.0723300970873786,0.0194174757281553,0.0742718446601941,0.3029126213592233,0.1179611650485436,0.0126213592233009,0.3174757281553398,0.053883495145631,0.029126213592233,6.42,,12.01,14.91,32.4,27.2,16.2,75.8,10.4,13.8,610000000.0,42400000.0,567000000.0,5.23,0.17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0029-M,-111.79582,40.78466,9.72,90.0,12.0,7.5,2.0,3.0,1.0,3.0,0.0855068485590261,0.190362249480937,6.433624253559945,-0.8171796049609554,75.88096212705742,-0.5467004255094167,75.88096212681002,-146.07356083092583,0.057751192237701,0.0510958426404806,1465.7837390904915,-2741.9597702779965,2177.0,1.6512056487033249,1.5864160423337874,0.0583371612310519,0.024345429490124,0.0923288929719797,0.2857142857142857,0.1603123564538355,0.0165365181442351,0.2815801561782269,0.0537436839687643,0.0271015158474965,8.1,,25.06,31.55,52.9,10.8,6.7,70.4,0.0,29.6,,,,5.95,0.23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0029-U,-111.79547,40.78464,9.72,90.0,12.0,7.5,12.0,2.0,1.0,1.0,0.0811441804654576,0.166077207552677,6.44300518134715,-0.9075993091537132,77.15720199003022,-0.5914807715794472,77.1572019899308,-146.2757635318209,0.0552336174731275,0.049153356818947,1528.2852331606218,-2831.203514216251,2316.0,1.8938561634228983,1.7978655581361795,0.0738341968911917,0.0280656303972366,0.059153713298791,0.266839378238342,0.121761658031088,0.0155440414507772,0.3493091537132988,0.0397236614853195,0.045768566493955,4.92,,9.83,10.93,38.7,14.3,24.2,77.2,20.3,2.5,413000000.0,23000000.0,390000000.0,4.77,0.12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0030-U,-121.929928,45.792233,9.1,89.1,14.7,6.0,32.0,1.0,1.0,1.0,0.0915268033121342,0.1653138897936013,7.064767850175575,-0.7190792040577448,77.39796909214827,-0.5999287400678891,77.3979690920016,-146.6788843751285,0.0516644099861662,0.0459006369512408,1633.252438548576,-3037.403292393691,2563.0,2.346573594036563,2.225940100121123,0.092859929769801,0.0452594615684744,0.0581349980491611,0.258291065158018,0.1033944596176355,0.019508388607101,0.3371049551307062,0.0319937573156457,0.0534529847834568,5.51,-28.74,7.12,6.84,0.0,0.0,0.0,0.0,0.0,100.0,395000000.0,19200000.0,376000000.0,1.26,0.17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0031-D,-122.1650676,44.2602628,9.56,96.6,12.4,6.0,24.0,2.0,3.0,1.0,0.0740659292358446,0.1600502600954609,6.438933083762284,-1.3032288254562472,77.47975529609032,-0.602798431431446,77.47975529594538,-146.822169471238,0.0532078660889731,0.047219782318988,1533.0652784277029,-2857.482572843712,2137.0,2.202883019312272,2.038818852709219,0.0861020121665886,0.0294805802526906,0.0542817033224146,0.2573701450631727,0.117454375292466,0.0219934487599438,0.3364529714553111,0.0552175947590079,0.0416471689284043,4.06,-28.38,13.11,6.34,12.9,6.5,46.7,66.1,6.8,27.1,3660000000.0,58400000.0,3610000000.0,0.85,0.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0031-M,-122.1647132,44.2602364,9.56,96.6,12.4,6.0,9.0,2.0,3.0,1.0,0.0778997820432476,0.1611539067649938,6.6731946144430845,-1.1807425540595675,77.44510328109547,-0.6015825712615259,77.44510328105419,-146.72440879972095,0.0526828392716752,0.046868934308794,1573.792778457772,-2930.6077596797995,2451.0,2.126235699399296,2.0033978554098906,0.0889432884536923,0.0363117095063239,0.0509995920032639,0.2766217870257038,0.0966952264381885,0.0159118727050183,0.3439412484700122,0.0473276213790289,0.0432476540187678,1.24,-27.3,6.01,4.63,15.9,5.4,51.8,73.1,7.0,19.9,116000000.0,1340000.0,115000000.0,0.57,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
S19S_0031-U,-122.1642723,44.2605576,9.56,96.6,12.4,6.0,11.0,2.0,2.0,1.0,0.0834583288871459,0.1662728278596949,6.742919389978214,-0.955119825708061,76.9977333331756,-0.5858853801141611,76.99773333329428,-146.35227858579196,0.0533517035444345,0.0475546568932279,1534.0087581699347,-2872.421414154118,2295.0,1.8563024405415067,1.8124353307078656,0.085838779956427,0.0283224400871459,0.0557734204793028,0.2736383442265795,0.0906318082788671,0.0183006535947712,0.3485838779956427,0.0514161220043573,0.0474945533769063,4.13,-27.77,6.91,6.42,15.8,6.4,35.0,57.2,10.9,31.9,3750000000.0,48100000.0,3700000000.0,0.96,0.14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0032-D,-119.02313,39.95545,9.35,87.5,13.1,7.0,39.5,2.0,2.0,1.0,0.0818271293592085,0.1832980220771182,6.482496194824962,-0.7706747843734145,76.25896178085692,-0.5599635712582446,76.25896178081479,-146.3175175740553,0.057588284901875,0.0511064141668519,1436.6855403348554,-2699.581195653544,1971.0,1.904657076509494,1.7898518695360706,0.0644342973110096,0.0355149670218163,0.0776255707762557,0.2754946727549467,0.1273465246067985,0.0213089802130898,0.3069507864028412,0.0568239472349061,0.0345002536783358,2.61,-26.53,25.64,34.48,8.8,10.7,75.0,94.5,5.5,0.0,24400000.0,5320000.0,19100000.0,1.09,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0032-M,-119.02367,36.95503,9.35,87.5,13.1,7.0,10.5,3.0,2.0,1.0,0.0894299214778077,0.1968793248390582,7.280200694712466,-0.5457352373600927,74.64975238745889,-0.5035000837680432,74.6497523873518,-145.43154598527587,0.054927271199815,0.0486546737633734,1503.7138170590506,-2871.841129840904,2591.0,2.178866244645766,1.8334595814454784,0.0609803164801235,0.0219992280972597,0.0837514473176379,0.2859899652643767,0.1080663836356619,0.0181397143959861,0.3060594365109996,0.0702431493631802,0.0447703589347742,2.04,-27.89,10.25,14.81,7.6,9.7,77.4,94.7,0.0,5.3,49500000.0,972000.0,48500000.0,0.32,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0032-U,-119.02375,36.95497,9.35,87.5,13.1,7.0,5.0,2.0,2.0,1.0,0.086101267517686,0.1911574823599852,7.121591746499632,-0.5327929255711128,75.30521890449445,-0.5264989089329403,75.30521890453127,-145.583023163949,0.0548656675135438,0.0486496028465596,1517.002063375092,-2871.399131415525,2714.0,2.038975079952521,1.6761657349281434,0.0596904937361827,0.0206337509211495,0.0865880619012527,0.2689756816507,0.1293294030950626,0.0169491525423728,0.3091378039793662,0.0655858511422255,0.0431098010316875,0.37,-26.74,22.31,22.13,4.3,38.0,48.6,90.9,9.1,0.0,42200000.0,3200000.0,39000000.0,1.0,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0033-D,-119.2554,37.0576,9.46,97.3,16.6,7.0,9.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,-3.25,-31.66,9.0,12.85,9.1,17.8,66.3,93.2,0.0,6.8,14700000.0,256000.0,14500000.0,0.23,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0033-M,-119.2557,37.0582,9.46,97.3,16.6,7.0,19.0,4.0,1.0,2.0,0.0908456359542875,0.1749005550104035,7.708701134930643,-0.5179697351828499,77.68834204956022,-0.6101172648956494,77.68834204957533,-146.89985045147236,0.0472050528527054,0.042007569683078,1749.7496216897855,-3255.439134320534,3172.0,1.719821883712232,1.6241107706995077,0.0721941992433795,0.0267969735182849,0.0532786885245901,0.2717528373266078,0.0970996216897856,0.0157629255989911,0.3379571248423707,0.0498108448928121,0.0753467843631778,-16.41,-46.41,6.71,5.22,14.3,25.0,53.6,92.9,7.1,0.0,19600000.0,29800.0,19600000.0,0.38,0.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
S19S_0033-U,-119.256,37.0581,9.46,97.3,16.6,7.0,5.0,3.0,2.0,2.0,0.0875397525869809,0.1617716159625888,7.086793864571642,-0.6704077815188926,79.19669106764124,-0.6630417918432473,79.19669106763439,-147.43622810336515,0.0476453770833372,0.0425394349662631,1707.7679012345675,-3136.407660913061,2673.0,1.828614179458596,1.714647631966987,0.0722035166479611,0.0303030303030303,0.0531238309016086,0.2442947998503554,0.11672278338945,0.0179573512906846,0.3535353535353535,0.040778151889263,0.0710811821922933,-10.39,-42.46,7.54,8.31,20.5,46.2,19.9,86.6,13.4,0.0,32700000.0,693000.0,32000000.0,0.29,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0034-D,-106.5233,35.8677,9.719755395849626,94.0,13.8,7.0,9.2,3.0,2.0,2.0,0.11881723820386,0.2213844457422597,7.168878166465621,-0.3228789706473663,74.79767393522918,-0.5086903135142742,74.79767393509168,-145.63040900196802,0.0560370932370304,0.0496503371548241,1460.5977080820264,-2784.7431408153275,2487.0,1.6595626887033548,1.5623271011655475,0.0627261761158021,0.0213108162444712,0.1431443506232408,0.2778447929232006,0.1174105347808604,0.0124648170486529,0.2899075190993164,0.0402090872537193,0.0349819059107358,7.99,-24.74,15.9,16.35,13.7,25.8,33.5,73.0,15.8,11.2,1460000000.0,8010000.0,1450000000.0,3.86,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
