Sample_ID,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric
S19S_0006-D,0.0,0.0,683.935727723024,142.0706232410627,148.48443530529164,0.0,0.12223236943232287,0.0,0.024803295999875744
S19S_0006-M,0.0,0.0,25.656848703197387,29.084866445087513,185.5729119340386,0.0,0.046259262656205016,0.0,0.012523205025332388
S19S_0006-U,0.0,0.0,30.74148660677609,26.572591743718455,185.2372981914376,0.0,0.04469149528527388,0.0,0.008200564993683128
S19S_0008-M,0.0,0.0,34.687591123252815,27.670714502819628,185.3888194103663,0.0,0.04539406286704588,0.0,0.014778977556695019
S19S_0009-M,0.0,0.0,45.74260869425452,27.20565624944484,185.32608349382346,0.0,0.04426930835149994,0.0,0.011468979622389866
S19S_0009-U,0.0,0.0,49.5026458424773,26.27656316115609,185.2012595081618,0.0,0.04343690270571887,0.0,0.01224660913619101
S19S_0010-D,0.0,0.0,42.087543559722974,28.382409142181896,185.4855634229939,0.0,0.04518181992043733,0.0,0.008880544023977774
S19S_0010-M,0.0,0.0,53.78580636868648,27.684607900902236,185.38894027171835,0.0,0.044351505382235694,0.0,0.004100343308549415
S19S_0010-U,0.0,0.0,64.22895646387585,27.511518336769015,185.357002380211,0.0,0.042957265149010694,0.0,0.008264541667945054
S19S_0011-D,0.0,0.0,153.26615993036816,51.95869937555225,181.5316435517212,0.0,0.04935174218780368,0.0,0.023284809734369045
S19S_0011-M,0.0,0.0,814.2422896892301,246.7498647413792,144.8934072943103,0.0,0.20246972354033121,0.0,0.08952741700652853
S19S_0011-U,0.0,0.0,159.96493948767122,33.59401977457023,184.34346993420866,0.0,0.03746292946624643,0.0,0.01763430505006455
S19S_0012-D,0.0,0.0,28.689543819547023,28.827329587931747,185.53597657479733,0.0,0.04617208493341993,0.0,0.007968876205047897
S19S_0012-M,0.0,0.0,38.30743758805013,29.95521113246702,185.6901918515826,0.0,0.04556295678984371,0.0,0.0032692849077133883
S19S_0013-D,0.0,0.0,740.1515809283086,296.5064390672961,188.53393396516117,0.0,0.21086242832989602,0.0,0.09246991517861727
S19S_0013-M,0.0,0.0,208.17040700991478,100.9113112517628,176.26815954661834,0.0,0.0903390670495472,0.0,0.03584441726419105
S19S_0013-U,0.0,0.0,584.6971534758537,220.9329286101567,233.2885338437442,0.0,0.1431671081027202,0.0,0.05557029676445819
S19S_0014-D,0.0,0.0,247.04250473760166,92.0072827787218,157.97235763632114,0.0,0.10427439424569102,0.0,0.045731473302172636
