,FPI_Ratio_0,FPI_Ratio_1,FPI_Ratio_2,FPI_Ratio_3,FPI_Ratio_4,FPI_Ratio_5,FPI_Ratio_6,FPI_Ratio_7,FPI_Ratio_8,FPI_Ratio_9
General_Vegetation_-1hot-_Shrub. Grass,0.3654124645409032,0.2698036107760049,0.2016302314629142,0.1402806048119427,0.2118046942516914,0.3314037811487852,0.1169321910402639,0.2939067052246463,0.2874864947278696,0.2323664673724585
Hydrogeomorphology_-1hot-_Multi-channel,0.2165452612436182,0.3221048415171864,0.2592836700145129,0.1197675134880125,0.2574041736962048,0.322108592015271,0.152290747761568,0.1938900305068763,0.2513993341972672,0.3946904206244986
Hydrogeomorphology_-1hot-_Multi-channel/Braided,0.2165452612436182,0.3221048415171864,0.2592836700145129,0.1197675134880125,0.2574041736962048,0.322108592015271,0.152290747761568,0.1938900305068763,0.2513993341972672,0.3946904206244986
Hydrogeomorphology_-1hot-_Single-channel meandering,0.2165452612436182,0.3221048415171864,0.2592836700145129,0.1197675134880125,0.2574041736962048,0.322108592015271,0.152290747761568,0.1938900305068763,0.2513993341972672,0.3946904206244986
Hydrogeomorphology_-1hot-_Single-channel straight,0.2165452612436182,0.3221048415171864,0.2592836700145129,0.1197675134880125,0.2574041736962048,0.322108592015271,0.152290747761568,0.1938900305068763,0.2513993341972672,0.3946904206244986
MiniDot_Sediment_-1hot-_Bedrock (primarily),0.3730635261529549,0.4852086036749993,0.0941328933080355,0.0726898339660493,0.2428198229677356,0.5871217958987828,0.1867268675828104,0.4409732057395341,0.3691853827276425,0.4106528692189947
MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),0.3730635261529549,0.4852086036749993,0.0941328933080355,0.0726898339660493,0.2428198229677356,0.5871217958987828,0.1867268675828104,0.4409732057395341,0.3691853827276425,0.4106528692189947
MiniDot_Sediment_-1hot-_Sand,0.3730635261529549,0.4852086036749993,0.0941328933080355,0.0726898339660493,0.2428198229677356,0.5871217958987828,0.1867268675828104,0.4409732057395341,0.3691853827276425,0.4106528692189947
MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),0.3730635261529549,0.4852086036749993,0.0941328933080355,0.0726898339660493,0.2428198229677356,0.5871217958987828,0.1867268675828104,0.4409732057395341,0.3691853827276425,0.4106528692189947
gla_pc_cse,0.3730635261529549,0.4852086036749993,0.0941328933080355,0.0726898339660493,0.2428198229677356,0.5871217958987828,0.1867268675828104,0.4409732057395341,0.3691853827276425,0.4106528692189947
Depositional_Type_-1hot-_Downstream from obstacles,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Depositional_Type_-1hot-_Downstream of small tributary,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Depositional_Type_-1hot-_Inside bend of a stream,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Depositional_Type_-1hot-_Marsh,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
